match_id;match_date;home_team;away_team;bookmaker;market;selection;odds;snapshot;captured_at;fixture_id
37326;2026-01-28T22:00:00+00:00;Atletico-MG;SE Palmeiras;pinnacle;1X2;draw;3.11;closing;2026-07-25T18:05:52.407996+00:00;id1000032566886488
37326;2026-01-28T22:00:00+00:00;Atletico-MG;SE Palmeiras;pinnacle;1X2;away;2.53;closing;2026-07-25T18:05:52.407996+00:00;id1000032566886488
37326;2026-01-28T22:00:00+00:00;Atletico-MG;SE Palmeiras;pinnacle;over_under_2.5;over;2.31;closing;2026-07-25T18:05:52.407996+00:00;id1000032566886488
37326;2026-01-28T22:00:00+00:00;Atletico-MG;SE Palmeiras;pinnacle;over_under_2.5;under;1.653;closing;2026-07-25T18:05:52.407996+00:00;id1000032566886488
37326;2026-01-28T22:00:00+00:00;Atletico-MG;SE Palmeiras;pinnacle;btts;yes;1.934;closing;2026-07-25T18:05:52.407996+00:00;id1000032566886488
37326;2026-01-28T22:00:00+00:00;Atletico-MG;SE Palmeiras;pinnacle;btts;no;1.9;closing;2026-07-25T18:05:52.407996+00:00;id1000032566886488
37326;2026-01-28T22:00:00+00:00;Atletico-MG;SE Palmeiras;pinnacle;corners_over_under_9.5;over;1.781;closing;2026-07-25T18:05:52.407996+00:00;id1000032566886488
37326;2026-01-28T22:00:00+00:00;Atletico-MG;SE Palmeiras;pinnacle;corners_over_under_9.5;under;2.009;closing;2026-07-25T18:05:52.407996+00:00;id1000032566886488
37326;2026-01-28T22:00:00+00:00;Atletico-MG;SE Palmeiras;bet365;1X2;home;3.1;closing;2026-07-25T18:05:52.407996+00:00;id1000032566886488
37326;2026-01-28T22:00:00+00:00;Atletico-MG;SE Palmeiras;bet365;1X2;draw;3.1;closing;2026-07-25T18:05:52.407996+00:00;id1000032566886488
37326;2026-01-28T22:00:00+00:00;Atletico-MG;SE Palmeiras;bet365;1X2;away;2.45;closing;2026-07-25T18:05:52.407996+00:00;id1000032566886488
37326;2026-01-28T22:00:00+00:00;Atletico-MG;SE Palmeiras;bet365;btts;yes;1.909;closing;2026-07-25T18:05:52.407996+00:00;id1000032566886488
37326;2026-01-28T22:00:00+00:00;Atletico-MG;SE Palmeiras;bet365;btts;no;1.909;closing;2026-07-25T18:05:52.407996+00:00;id1000032566886488
37326;2026-01-28T22:00:00+00:00;Atletico-MG;SE Palmeiras;bet365;corners_over_under_9.5;over;1.727;closing;2026-07-25T18:05:52.407996+00:00;id1000032566886488
37326;2026-01-28T22:00:00+00:00;Atletico-MG;SE Palmeiras;bet365;corners_over_under_9.5;under;2.0;closing;2026-07-25T18:05:52.407996+00:00;id1000032566886488
37326;2026-01-28T22:00:00+00:00;Atletico-MG;SE Palmeiras;betano;1X2;home;3.1;closing;2026-07-25T18:05:52.407996+00:00;id1000032566886488
37326;2026-01-28T22:00:00+00:00;Atletico-MG;SE Palmeiras;betano;1X2;draw;3.0;closing;2026-07-25T18:05:52.407996+00:00;id1000032566886488
37326;2026-01-28T22:00:00+00:00;Atletico-MG;SE Palmeiras;betano;1X2;away;2.5;closing;2026-07-25T18:05:52.407996+00:00;id1000032566886488
37326;2026-01-28T22:00:00+00:00;Atletico-MG;SE Palmeiras;betano;over_under_2.5;over;2.25;closing;2026-07-25T18:05:52.407996+00:00;id1000032566886488
37326;2026-01-28T22:00:00+00:00;Atletico-MG;SE Palmeiras;betano;over_under_2.5;under;1.65;closing;2026-07-25T18:05:52.407996+00:00;id1000032566886488
37326;2026-01-28T22:00:00+00:00;Atletico-MG;SE Palmeiras;betano;btts;yes;1.87;closing;2026-07-25T18:05:52.407996+00:00;id1000032566886488
37326;2026-01-28T22:00:00+00:00;Atletico-MG;SE Palmeiras;betano;btts;no;1.88;closing;2026-07-25T18:05:52.407996+00:00;id1000032566886488
37329;2026-01-28T23:00:00+00:00;Chapecoense-sc;Santos FC;pinnacle;1X2;home;2.95;closing;2026-07-25T18:05:58.962771+00:00;id1000032566886496
37329;2026-01-28T23:00:00+00:00;Chapecoense-sc;Santos FC;pinnacle;1X2;draw;3.17;closing;2026-07-25T18:05:58.962771+00:00;id1000032566886496
37329;2026-01-28T23:00:00+00:00;Chapecoense-sc;Santos FC;pinnacle;1X2;away;2.61;closing;2026-07-25T18:05:58.962771+00:00;id1000032566886496
37329;2026-01-28T23:00:00+00:00;Chapecoense-sc;Santos FC;pinnacle;over_under_2.5;over;2.39;closing;2026-07-25T18:05:58.962771+00:00;id1000032566886496
37329;2026-01-28T23:00:00+00:00;Chapecoense-sc;Santos FC;pinnacle;over_under_2.5;under;1.613;closing;2026-07-25T18:05:58.962771+00:00;id1000032566886496
37329;2026-01-28T23:00:00+00:00;Chapecoense-sc;Santos FC;pinnacle;btts;yes;1.99;closing;2026-07-25T18:05:58.962771+00:00;id1000032566886496
37329;2026-01-28T23:00:00+00:00;Chapecoense-sc;Santos FC;pinnacle;btts;no;1.847;closing;2026-07-25T18:05:58.962771+00:00;id1000032566886496
37329;2026-01-28T23:00:00+00:00;Chapecoense-sc;Santos FC;pinnacle;corners_over_under_9.5;over;1.8;closing;2026-07-25T18:05:58.962771+00:00;id1000032566886496
37329;2026-01-28T23:00:00+00:00;Chapecoense-sc;Santos FC;pinnacle;corners_over_under_9.5;under;2.009;closing;2026-07-25T18:05:58.962771+00:00;id1000032566886496
37329;2026-01-28T23:00:00+00:00;Chapecoense-sc;Santos FC;bet365;1X2;home;3.0;closing;2026-07-25T18:05:58.962771+00:00;id1000032566886496
37329;2026-01-28T23:00:00+00:00;Chapecoense-sc;Santos FC;bet365;1X2;draw;3.1;closing;2026-07-25T18:05:58.962771+00:00;id1000032566886496
37329;2026-01-28T23:00:00+00:00;Chapecoense-sc;Santos FC;bet365;1X2;away;2.55;closing;2026-07-25T18:05:58.962771+00:00;id1000032566886496
37329;2026-01-28T23:00:00+00:00;Chapecoense-sc;Santos FC;bet365;btts;yes;1.909;closing;2026-07-25T18:05:58.962771+00:00;id1000032566886496
37329;2026-01-28T23:00:00+00:00;Chapecoense-sc;Santos FC;bet365;btts;no;1.909;closing;2026-07-25T18:05:58.962771+00:00;id1000032566886496
37329;2026-01-28T23:00:00+00:00;Chapecoense-sc;Santos FC;bet365;corners_over_under_9.5;over;1.833;closing;2026-07-25T18:05:58.962771+00:00;id1000032566886496
37329;2026-01-28T23:00:00+00:00;Chapecoense-sc;Santos FC;bet365;corners_over_under_9.5;under;1.833;closing;2026-07-25T18:05:58.962771+00:00;id1000032566886496
37329;2026-01-28T23:00:00+00:00;Chapecoense-sc;Santos FC;betano;1X2;home;2.85;closing;2026-07-25T18:05:58.962771+00:00;id1000032566886496
37329;2026-01-28T23:00:00+00:00;Chapecoense-sc;Santos FC;betano;1X2;draw;3.2;closing;2026-07-25T18:05:58.962771+00:00;id1000032566886496
37329;2026-01-28T23:00:00+00:00;Chapecoense-sc;Santos FC;betano;1X2;away;2.52;closing;2026-07-25T18:05:58.962771+00:00;id1000032566886496
37329;2026-01-28T23:00:00+00:00;Chapecoense-sc;Santos FC;betano;over_under_2.5;over;2.3;closing;2026-07-25T18:05:58.962771+00:00;id1000032566886496
37329;2026-01-28T23:00:00+00:00;Chapecoense-sc;Santos FC;betano;over_under_2.5;under;1.62;closing;2026-07-25T18:05:58.962771+00:00;id1000032566886496
37329;2026-01-28T23:00:00+00:00;Chapecoense-sc;Santos FC;betano;btts;yes;1.95;closing;2026-07-25T18:05:58.962771+00:00;id1000032566886496
37329;2026-01-28T23:00:00+00:00;Chapecoense-sc;Santos FC;betano;btts;no;1.8;closing;2026-07-25T18:05:58.962771+00:00;id1000032566886496
37334;2026-02-04T22:00:00+00:00;RB Bragantino;Atletico-MG;pinnacle;1X2;home;2.14;closing;2026-07-25T18:06:06.480695+00:00;id1000032566886506
37334;2026-02-04T22:00:00+00:00;RB Bragantino;Atletico-MG;pinnacle;1X2;draw;3.23;closing;2026-07-25T18:06:06.480695+00:00;id1000032566886506
37334;2026-02-04T22:00:00+00:00;RB Bragantino;Atletico-MG;pinnacle;1X2;away;3.99;closing;2026-07-25T18:06:06.480695+00:00;id1000032566886506
37334;2026-02-04T22:00:00+00:00;RB Bragantino;Atletico-MG;pinnacle;over_under_2.5;over;2.4;closing;2026-07-25T18:06:06.480695+00:00;id1000032566886506
37334;2026-02-04T22:00:00+00:00;RB Bragantino;Atletico-MG;pinnacle;over_under_2.5;under;1.636;closing;2026-07-25T18:06:06.480695+00:00;id1000032566886506
37334;2026-02-04T22:00:00+00:00;RB Bragantino;Atletico-MG;pinnacle;btts;yes;2.08;closing;2026-07-25T18:06:06.480695+00:00;id1000032566886506
37334;2026-02-04T22:00:00+00:00;RB Bragantino;Atletico-MG;pinnacle;btts;no;1.813;closing;2026-07-25T18:06:06.480695+00:00;id1000032566886506
37334;2026-02-04T22:00:00+00:00;RB Bragantino;Atletico-MG;pinnacle;corners_over_under_9.5;over;1.662;closing;2026-07-25T18:06:06.480695+00:00;id1000032566886506
37334;2026-02-04T22:00:00+00:00;RB Bragantino;Atletico-MG;pinnacle;corners_over_under_9.5;under;2.18;closing;2026-07-25T18:06:06.480695+00:00;id1000032566886506
37334;2026-02-04T22:00:00+00:00;RB Bragantino;Atletico-MG;bet365;1X2;home;2.1;closing;2026-07-25T18:06:06.480695+00:00;id1000032566886506
37334;2026-02-04T22:00:00+00:00;RB Bragantino;Atletico-MG;bet365;1X2;draw;3.2;closing;2026-07-25T18:06:06.480695+00:00;id1000032566886506
37334;2026-02-04T22:00:00+00:00;RB Bragantino;Atletico-MG;bet365;1X2;away;3.9;closing;2026-07-25T18:06:06.480695+00:00;id1000032566886506
37334;2026-02-04T22:00:00+00:00;RB Bragantino;Atletico-MG;bet365;btts;yes;1.95;closing;2026-07-25T18:06:06.480695+00:00;id1000032566886506
37334;2026-02-04T22:00:00+00:00;RB Bragantino;Atletico-MG;bet365;btts;no;1.8;closing;2026-07-25T18:06:06.480695+00:00;id1000032566886506
37334;2026-02-04T22:00:00+00:00;RB Bragantino;Atletico-MG;bet365;corners_over_under_9.5;over;1.666;closing;2026-07-25T18:06:06.480695+00:00;id1000032566886506
37334;2026-02-04T22:00:00+00:00;RB Bragantino;Atletico-MG;bet365;corners_over_under_9.5;under;2.1;closing;2026-07-25T18:06:06.480695+00:00;id1000032566886506
37334;2026-02-04T22:00:00+00:00;RB Bragantino;Atletico-MG;betano;1X2;home;2.1;closing;2026-07-25T18:06:06.480695+00:00;id1000032566886506
37334;2026-02-04T22:00:00+00:00;RB Bragantino;Atletico-MG;betano;1X2;draw;3.1;closing;2026-07-25T18:06:06.480695+00:00;id1000032566886506
37334;2026-02-04T22:00:00+00:00;RB Bragantino;Atletico-MG;betano;1X2;away;3.85;closing;2026-07-25T18:06:06.480695+00:00;id1000032566886506
37334;2026-02-04T22:00:00+00:00;RB Bragantino;Atletico-MG;betano;over_under_2.5;over;2.35;closing;2026-07-25T18:06:06.480695+00:00;id1000032566886506
37334;2026-02-04T22:00:00+00:00;RB Bragantino;Atletico-MG;betano;over_under_2.5;under;1.6;closing;2026-07-25T18:06:06.480695+00:00;id1000032566886506
37334;2026-02-04T22:00:00+00:00;RB Bragantino;Atletico-MG;betano;btts;yes;1.98;closing;2026-07-25T18:06:06.480695+00:00;id1000032566886506
37334;2026-02-04T22:00:00+00:00;RB Bragantino;Atletico-MG;betano;btts;no;1.78;closing;2026-07-25T18:06:06.480695+00:00;id1000032566886506
37340;2026-02-05T23:00:00+00:00;CR Vasco da Gama;Chapecoense-sc;pinnacle;1X2;home;1.558;closing;2026-07-25T18:06:14.511470+00:00;id1000032566886500
37340;2026-02-05T23:00:00+00:00;CR Vasco da Gama;Chapecoense-sc;pinnacle;1X2;draw;3.92;closing;2026-07-25T18:06:14.511470+00:00;id1000032566886500
37340;2026-02-05T23:00:00+00:00;CR Vasco da Gama;Chapecoense-sc;pinnacle;1X2;away;6.43;closing;2026-07-25T18:06:14.511470+00:00;id1000032566886500
37340;2026-02-05T23:00:00+00:00;CR Vasco da Gama;Chapecoense-sc;pinnacle;over_under_2.5;over;1.909;closing;2026-07-25T18:06:14.511470+00:00;id1000032566886500
37340;2026-02-05T23:00:00+00:00;CR Vasco da Gama;Chapecoense-sc;pinnacle;over_under_2.5;under;1.97;closing;2026-07-25T18:06:14.511470+00:00;id1000032566886500
37340;2026-02-05T23:00:00+00:00;CR Vasco da Gama;Chapecoense-sc;pinnacle;btts;yes;1.99;closing;2026-07-25T18:06:14.511470+00:00;id1000032566886500
37340;2026-02-05T23:00:00+00:00;CR Vasco da Gama;Chapecoense-sc;pinnacle;btts;no;1.884;closing;2026-07-25T18:06:14.511470+00:00;id1000032566886500
37340;2026-02-05T23:00:00+00:00;CR Vasco da Gama;Chapecoense-sc;pinnacle;corners_over_under_9.5;over;1.84;closing;2026-07-25T18:06:14.511470+00:00;id1000032566886500
37340;2026-02-05T23:00:00+00:00;CR Vasco da Gama;Chapecoense-sc;pinnacle;corners_over_under_9.5;under;2.009;closing;2026-07-25T18:06:14.511470+00:00;id1000032566886500
37340;2026-02-05T23:00:00+00:00;CR Vasco da Gama;Chapecoense-sc;bet365;1X2;home;1.571;closing;2026-07-25T18:06:14.511470+00:00;id1000032566886500
37340;2026-02-05T23:00:00+00:00;CR Vasco da Gama;Chapecoense-sc;bet365;1X2;draw;3.9;closing;2026-07-25T18:06:14.511470+00:00;id1000032566886500
37340;2026-02-05T23:00:00+00:00;CR Vasco da Gama;Chapecoense-sc;bet365;1X2;away;6.0;closing;2026-07-25T18:06:14.511470+00:00;id1000032566886500
37340;2026-02-05T23:00:00+00:00;CR Vasco da Gama;Chapecoense-sc;bet365;btts;yes;1.909;closing;2026-07-25T18:06:14.511470+00:00;id1000032566886500
37340;2026-02-05T23:00:00+00:00;CR Vasco da Gama;Chapecoense-sc;bet365;btts;no;1.909;closing;2026-07-25T18:06:14.511470+00:00;id1000032566886500
37340;2026-02-05T23:00:00+00:00;CR Vasco da Gama;Chapecoense-sc;bet365;corners_over_under_9.5;over;1.8;closing;2026-07-25T18:06:14.511470+00:00;id1000032566886500
37340;2026-02-05T23:00:00+00:00;CR Vasco da Gama;Chapecoense-sc;bet365;corners_over_under_9.5;under;1.909;closing;2026-07-25T18:06:14.511470+00:00;id1000032566886500
37340;2026-02-05T23:00:00+00:00;CR Vasco da Gama;Chapecoense-sc;betano;1X2;home;1.65;closing;2026-07-25T18:06:14.511470+00:00;id1000032566886500
37340;2026-02-05T23:00:00+00:00;CR Vasco da Gama;Chapecoense-sc;betano;1X2;draw;3.55;closing;2026-07-25T18:06:14.511470+00:00;id1000032566886500
37340;2026-02-05T23:00:00+00:00;CR Vasco da Gama;Chapecoense-sc;betano;1X2;away;5.7;closing;2026-07-25T18:06:14.511470+00:00;id1000032566886500
37340;2026-02-05T23:00:00+00:00;CR Vasco da Gama;Chapecoense-sc;betano;over_under_2.5;over;1.93;closing;2026-07-25T18:06:14.511470+00:00;id1000032566886500
37340;2026-02-05T23:00:00+00:00;CR Vasco da Gama;Chapecoense-sc;betano;over_under_2.5;under;1.88;closing;2026-07-25T18:06:14.511470+00:00;id1000032566886500
37340;2026-02-05T23:00:00+00:00;CR Vasco da Gama;Chapecoense-sc;betano;btts;yes;1.83;closing;2026-07-25T18:06:14.511470+00:00;id1000032566886500
37340;2026-02-05T23:00:00+00:00;CR Vasco da Gama;Chapecoense-sc;betano;btts;no;1.91;closing;2026-07-25T18:06:14.511470+00:00;id1000032566886500
37343;2026-02-11T22:00:00+00:00;Chapecoense-sc;Coritiba FBC;pinnacle;1X2;home;2.38;closing;2026-07-25T18:06:20.376705+00:00;id1000032566886536
37343;2026-02-11T22:00:00+00:00;Chapecoense-sc;Coritiba FBC;pinnacle;1X2;draw;3.07;closing;2026-07-25T18:06:20.376705+00:00;id1000032566886536
37343;2026-02-11T22:00:00+00:00;Chapecoense-sc;Coritiba FBC;pinnacle;1X2;away;3.35;closing;2026-07-25T18:06:20.376705+00:00;id1000032566886536
37343;2026-02-11T22:00:00+00:00;Chapecoense-sc;Coritiba FBC;pinnacle;over_under_2.5;over;2.61;closing;2026-07-25T18:06:20.376705+00:00;id1000032566886536
37343;2026-02-11T22:00:00+00:00;Chapecoense-sc;Coritiba FBC;pinnacle;over_under_2.5;under;1.51;closing;2026-07-25T18:06:20.376705+00:00;id1000032566886536
37343;2026-02-11T22:00:00+00:00;Chapecoense-sc;Coritiba FBC;pinnacle;btts;yes;2.15;closing;2026-07-25T18:06:20.376705+00:00;id1000032566886536
37343;2026-02-11T22:00:00+00:00;Chapecoense-sc;Coritiba FBC;pinnacle;btts;no;1.714;closing;2026-07-25T18:06:20.376705+00:00;id1000032566886536
37343;2026-02-11T22:00:00+00:00;Chapecoense-sc;Coritiba FBC;bet365;1X2;home;2.35;closing;2026-07-25T18:06:20.376705+00:00;id1000032566886536
37343;2026-02-11T22:00:00+00:00;Chapecoense-sc;Coritiba FBC;bet365;1X2;draw;3.0;closing;2026-07-25T18:06:20.376705+00:00;id1000032566886536
37343;2026-02-11T22:00:00+00:00;Chapecoense-sc;Coritiba FBC;bet365;1X2;away;3.4;closing;2026-07-25T18:06:20.376705+00:00;id1000032566886536
37343;2026-02-11T22:00:00+00:00;Chapecoense-sc;Coritiba FBC;bet365;btts;yes;2.1;closing;2026-07-25T18:06:20.376705+00:00;id1000032566886536
37343;2026-02-11T22:00:00+00:00;Chapecoense-sc;Coritiba FBC;bet365;btts;no;1.666;closing;2026-07-25T18:06:20.376705+00:00;id1000032566886536
37343;2026-02-11T22:00:00+00:00;Chapecoense-sc;Coritiba FBC;betano;1X2;home;2.42;closing;2026-07-25T18:06:20.376705+00:00;id1000032566886536
37343;2026-02-11T22:00:00+00:00;Chapecoense-sc;Coritiba FBC;betano;1X2;draw;3.05;closing;2026-07-25T18:06:20.376705+00:00;id1000032566886536
37343;2026-02-11T22:00:00+00:00;Chapecoense-sc;Coritiba FBC;betano;1X2;away;3.15;closing;2026-07-25T18:06:20.376705+00:00;id1000032566886536
37343;2026-02-11T22:00:00+00:00;Chapecoense-sc;Coritiba FBC;betano;over_under_2.5;over;2.25;closing;2026-07-25T18:06:20.376705+00:00;id1000032566886536
37343;2026-02-11T22:00:00+00:00;Chapecoense-sc;Coritiba FBC;betano;over_under_2.5;under;1.65;closing;2026-07-25T18:06:20.376705+00:00;id1000032566886536
37343;2026-02-11T22:00:00+00:00;Chapecoense-sc;Coritiba FBC;betano;btts;yes;1.88;closing;2026-07-25T18:06:20.376705+00:00;id1000032566886536
37343;2026-02-11T22:00:00+00:00;Chapecoense-sc;Coritiba FBC;betano;btts;no;1.87;closing;2026-07-25T18:06:20.376705+00:00;id1000032566886536
37345;2026-02-11T23:00:00+00:00;Atletico-MG;Clube do Remo;pinnacle;1X2;home;1.471;closing;2026-07-25T18:06:28.432798+00:00;id1000032566886528
37345;2026-02-11T23:00:00+00:00;Atletico-MG;Clube do Remo;pinnacle;1X2;draw;4.47;closing;2026-07-25T18:06:28.432798+00:00;id1000032566886528
37345;2026-02-11T23:00:00+00:00;Atletico-MG;Clube do Remo;pinnacle;1X2;away;7.77;closing;2026-07-25T18:06:28.432798+00:00;id1000032566886528
37345;2026-02-11T23:00:00+00:00;Atletico-MG;Clube do Remo;pinnacle;over_under_2.5;over;1.877;closing;2026-07-25T18:06:28.432798+00:00;id1000032566886528
37345;2026-02-11T23:00:00+00:00;Atletico-MG;Clube do Remo;pinnacle;over_under_2.5;under;2.04;closing;2026-07-25T18:06:28.432798+00:00;id1000032566886528
37345;2026-02-11T23:00:00+00:00;Atletico-MG;Clube do Remo;pinnacle;btts;yes;2.06;closing;2026-07-25T18:06:28.432798+00:00;id1000032566886528
37345;2026-02-11T23:00:00+00:00;Atletico-MG;Clube do Remo;pinnacle;btts;no;1.826;closing;2026-07-25T18:06:28.432798+00:00;id1000032566886528
37345;2026-02-11T23:00:00+00:00;Atletico-MG;Clube do Remo;pinnacle;corners_over_under_9.5;over;1.546;closing;2026-07-25T18:06:28.432798+00:00;id1000032566886528
37345;2026-02-11T23:00:00+00:00;Atletico-MG;Clube do Remo;pinnacle;corners_over_under_9.5;under;2.37;closing;2026-07-25T18:06:28.432798+00:00;id1000032566886528
37345;2026-02-11T23:00:00+00:00;Atletico-MG;Clube do Remo;bet365;1X2;home;1.444;closing;2026-07-25T18:06:28.432798+00:00;id1000032566886528
37345;2026-02-11T23:00:00+00:00;Atletico-MG;Clube do Remo;bet365;1X2;draw;4.5;closing;2026-07-25T18:06:28.432798+00:00;id1000032566886528
37345;2026-02-11T23:00:00+00:00;Atletico-MG;Clube do Remo;bet365;1X2;away;7.5;closing;2026-07-25T18:06:28.432798+00:00;id1000032566886528
37345;2026-02-11T23:00:00+00:00;Atletico-MG;Clube do Remo;bet365;btts;yes;2.0;closing;2026-07-25T18:06:28.432798+00:00;id1000032566886528
37345;2026-02-11T23:00:00+00:00;Atletico-MG;Clube do Remo;bet365;btts;no;1.75;closing;2026-07-25T18:06:28.432798+00:00;id1000032566886528
37345;2026-02-11T23:00:00+00:00;Atletico-MG;Clube do Remo;betano;1X2;home;1.5;closing;2026-07-25T18:06:28.432798+00:00;id1000032566886528
37345;2026-02-11T23:00:00+00:00;Atletico-MG;Clube do Remo;betano;1X2;draw;4.1;closing;2026-07-25T18:06:28.432798+00:00;id1000032566886528
37345;2026-02-11T23:00:00+00:00;Atletico-MG;Clube do Remo;betano;1X2;away;6.8;closing;2026-07-25T18:06:28.432798+00:00;id1000032566886528
37345;2026-02-11T23:00:00+00:00;Atletico-MG;Clube do Remo;betano;over_under_2.5;over;1.98;closing;2026-07-25T18:06:28.432798+00:00;id1000032566886528
37345;2026-02-11T23:00:00+00:00;Atletico-MG;Clube do Remo;betano;over_under_2.5;under;1.85;closing;2026-07-25T18:06:28.432798+00:00;id1000032566886528
37345;2026-02-11T23:00:00+00:00;Atletico-MG;Clube do Remo;betano;btts;yes;2.07;closing;2026-07-25T18:06:28.432798+00:00;id1000032566886528
37345;2026-02-11T23:00:00+00:00;Atletico-MG;Clube do Remo;betano;btts;no;1.7;closing;2026-07-25T18:06:28.432798+00:00;id1000032566886528
37358;2026-02-26T00:30:00+00:00;Grêmio FBPA;Atletico-MG;pinnacle;1X2;home;2.25;closing;2026-07-25T18:06:36.409637+00:00;id1000032566886550
37358;2026-02-26T00:30:00+00:00;Grêmio FBPA;Atletico-MG;pinnacle;1X2;draw;3.36;closing;2026-07-25T18:06:36.409637+00:00;id1000032566886550
37358;2026-02-26T00:30:00+00:00;Grêmio FBPA;Atletico-MG;pinnacle;1X2;away;3.49;closing;2026-07-25T18:06:36.409637+00:00;id1000032566886550
37358;2026-02-26T00:30:00+00:00;Grêmio FBPA;Atletico-MG;pinnacle;over_under_2.5;over;2.12;closing;2026-07-25T18:06:36.409637+00:00;id1000032566886550
37358;2026-02-26T00:30:00+00:00;Grêmio FBPA;Atletico-MG;pinnacle;over_under_2.5;under;1.793;closing;2026-07-25T18:06:36.409637+00:00;id1000032566886550
37358;2026-02-26T00:30:00+00:00;Grêmio FBPA;Atletico-MG;pinnacle;btts;yes;1.84;closing;2026-07-25T18:06:36.409637+00:00;id1000032566886550
37358;2026-02-26T00:30:00+00:00;Grêmio FBPA;Atletico-MG;pinnacle;btts;no;2.04;closing;2026-07-25T18:06:36.409637+00:00;id1000032566886550
37358;2026-02-26T00:30:00+00:00;Grêmio FBPA;Atletico-MG;pinnacle;corners_over_under_9.5;over;1.74;closing;2026-07-25T18:06:36.409637+00:00;id1000032566886550
37358;2026-02-26T00:30:00+00:00;Grêmio FBPA;Atletico-MG;pinnacle;corners_over_under_9.5;under;2.06;closing;2026-07-25T18:06:36.409637+00:00;id1000032566886550
