temporada,temporada_dropdown,semana,time_casa,time_fora,gols_casa,gols_fora,odd_casa,odd_empate,odd_fora,vencedor,odd_vencedora
15/16,15/16,6,Bayern de Munique,Wolfsburg,5,1,1.36,4.75,8.5,Bayern de Munique,1.36
15/16,15/16,6,FC Ingolstadt,Hamburgo SV,0,1,2.3,3.3,3.1,Hamburgo SV,3.1
15/16,15/16,6,Hertha Berlim,Colónia,2,0,2.4,3.2,3.0,Hertha Berlim,2.4
15/16,15/16,6,SV Darmstadt 98,Werder Bremen,2,1,2.6,3.3,2.63,SV Darmstadt 98,2.6
15/16,15/16,6,Bayer Leverkusen,Mainz,1,0,1.5,4.5,6.5,Bayer Leverkusen,1.5
15/16,15/16,6,Hannover Sportverein,Estugarda,1,3,2.9,3.4,2.38,Estugarda,2.38
15/16,15/16,6,Monchengladbach,FC Augsburgo,4,2,2.1,3.4,3.6,Monchengladbach,2.1
15/16,15/16,6,Schalke 04,Eintracht Frankfurt,2,0,1.83,3.8,4.2,Schalke 04,1.83
15/16,15/16,6,TSG Hoffenheim,Borussia Dortmund,1,1,8.5,5.0,1.36,Empate,5.0
15/16,15/16,6,Colónia,FC Ingolstadt,1,1,2.05,3.3,3.8,Empate,3.3
15/16,15/16,6,Estugarda,Monchengladbach,1,3,2.1,3.5,3.4,Monchengladbach,3.4
15/16,15/16,6,FC Augsburgo,TSG Hoffenheim,1,3,2.25,3.5,3.1,TSG Hoffenheim,3.1
15/16,15/16,6,Mainz,Bayern de Munique,0,3,12.0,6.0,1.25,Bayern de Munique,1.25
15/16,15/16,6,Werder Bremen,Bayer Leverkusen,0,3,3.8,3.6,1.95,Bayer Leverkusen,1.95
15/16,15/16,6,Wolfsburg,Hannover Sportverein,1,1,1.4,4.75,8.0,Empate,4.75
15/16,15/16,6,Hamburgo SV,Schalke 04,0,1,2.88,3.5,2.4,Schalke 04,2.4
15/16,15/16,6,Eintracht Frankfurt,Hertha Berlim,1,1,1.95,3.5,4.0,Empate,3.5
15/16,15/16,6,Borussia Dortmund,SV Darmstadt 98,2,2,1.14,8.5,17.0,Empate,8.5
15/16,15/16,7,SV Darmstadt 98,Mainz,2,3,3.1,3.25,2.4,Mainz,2.4
15/16,15/16,7,FC Ingolstadt,Eintracht Frankfurt,2,0,2.5,3.25,2.9,FC Ingolstadt,2.5
15/16,15/16,7,Hannover Sportverein,Werder Bremen,1,0,2.6,3.4,2.7,,
15/16,15/16,7,Hertha Berlim,Hamburgo SV,3,0,2.2,3.2,3.5,Hertha Berlim,2.2
15/16,15/16,7,Monchengladbach,Wolfsburg,2,0,2.75,3.4,2.55,Monchengladbach,2.75
15/16,15/16,7,TSG Hoffenheim,Estugarda,2,2,2.4,3.75,2.63,Empate,3.75
15/16,15/16,7,Schalke 04,Colónia,0,3,1.73,3.8,4.8,Colónia,4.8
15/16,15/16,7,Bayer Leverkusen,FC Augsburgo,1,1,1.4,4.75,8.0,Empate,4.75
15/16,15/16,7,Bayern de Munique,Borussia Dortmund,5,1,1.5,4.33,6.5,Bayern de Munique,1.5
15/16,15/16,8,Mainz,Borussia Dortmund,0,2,5.75,4.75,1.5,Borussia Dortmund,1.5
15/16,15/16,8,FC Augsburgo,SV Darmstadt 98,0,2,1.8,3.5,4.75,SV Darmstadt 98,4.75
15/16,15/16,8,Hamburgo SV,Bayer Leverkusen,0,0,4.33,3.6,1.83,Empate,3.6
15/16,15/16,8,Schalke 04,Hertha Berlim,2,1,1.75,3.75,4.75,Schalke 04,1.75
15/16,15/16,8,Werder Bremen,Bayern de Munique,0,1,17.0,7.0,1.18,Bayern de Munique,1.18
15/16,15/16,8,Wolfsburg,TSG Hoffenheim,4,2,1.62,4.33,5.0,Wolfsburg,1.62
15/16,15/16,8,Eintracht Frankfurt,Monchengladbach,1,5,2.45,3.4,2.88,Monchengladbach,2.88
15/16,15/16,8,Colónia,Hannover Sportverein,0,1,1.95,3.5,4.0,Hannover Sportverein,4.0
15/16,15/16,8,Estugarda,FC Ingolstadt,1,0,1.8,3.75,4.33,Estugarda,1.8
15/16,15/16,9,TSG Hoffenheim,Hamburgo SV,0,1,2.05,3.6,3.4,Hamburgo SV,3.4
15/16,15/16,9,Bayer Leverkusen,Estugarda,4,3,1.57,4.33,5.5,Bayer Leverkusen,1.57
15/16,15/16,9,Bayern de Munique,Colónia,4,0,1.1,9.0,29.0,Bayern de Munique,1.1
15/16,15/16,9,Hannover Sportverein,Eintracht Frankfurt,1,2,2.5,3.4,2.8,Eintracht Frankfurt,2.8
15/16,15/16,9,Mainz,Werder Bremen,1,3,2.05,3.5,3.6,Werder Bremen,3.6
15/16,15/16,9,SV Darmstadt 98,Wolfsburg,0,1,4.75,3.75,1.75,Wolfsburg,1.75
15/16,15/16,9,FC Ingolstadt,Hertha Berlim,0,1,2.4,3.2,3.1,Hertha Berlim,3.1
15/16,15/16,9,Borussia Dortmund,FC Augsburgo,5,1,1.2,7.0,13.0,Borussia Dortmund,1.2
15/16,15/16,9,Monchengladbach,Schalke 04,3,1,2.15,3.5,3.3,Monchengladbach,2.15
15/16,15/16,10,Eintracht Frankfurt,Bayern de Munique,0,0,15.0,8.0,1.17,Empate,8.0
15/16,15/16,10,Colónia,TSG Hoffenheim,0,0,2.05,3.6,3.5,Empate,3.6
15/16,15/16,10,FC Augsburgo,Mainz,3,3,2.4,3.3,3.0,Empate,3.3
15/16,15/16,10,Hertha Berlim,Monchengladbach,1,4,3.0,3.3,2.4,Monchengladbach,2.4
15/16,15/16,10,Schalke 04,FC Ingolstadt,1,1,1.8,3.5,4.75,Empate,3.5
15/16,15/16,10,Werder Bremen,Borussia Dortmund,1,3,7.5,5.0,1.4,Borussia Dortmund,1.4
15/16,15/16,10,Wolfsburg,Bayer Leverkusen,2,1,2.6,3.3,2.63,Wolfsburg,2.6
15/16,15/16,10,Estugarda,SV Darmstadt 98,2,0,1.62,4.2,5.25,Estugarda,1.62
15/16,15/16,10,Hamburgo SV,Hannover Sportverein,1,2,1.91,3.4,4.33,Hannover Sportverein,4.33
15/16,15/16,11,Hannover Sportverein,Hertha Berlim,1,3,2.63,3.3,2.7,Hertha Berlim,2.7
15/16,15/16,11,Bayer Leverkusen,Colónia,1,2,1.5,4.33,6.5,Colónia,6.5
15/16,15/16,11,Bayern de Munique,Estugarda,4,0,1.1,11.0,21.0,Bayern de Munique,1.1
15/16,15/16,11,Mainz,Wolfsburg,2,0,3.3,3.6,2.15,Mainz,3.3
15/16,15/16,11,Monchengladbach,FC Ingolstadt,0,0,1.62,3.8,6.0,Empate,3.8
15/16,15/16,11,TSG Hoffenheim,Eintracht Frankfurt,0,0,2.1,3.6,3.4,Empate,3.6
15/16,15/16,11,SV Darmstadt 98,Hamburgo SV,1,1,2.6,3.0,2.9,Empate,3.0
15/16,15/16,11,Borussia Dortmund,Schalke 04,3,2,1.29,6.0,9.5,Borussia Dortmund,1.29
15/16,15/16,11,FC Augsburgo,Werder Bremen,1,2,2.2,3.4,3.3,Werder Bremen,3.3
15/16,15/16,12,SV Darmstadt 98,Colónia,2,1,2.88,3.2,2.5,,
15/16,15/16,13,Hamburgo SV,Borussia Dortmund,3,1,8.5,5.0,1.36,Hamburgo SV,8.5
15/16,15/16,13,Colónia,Mainz,0,0,2.15,3.5,3.3,Empate,3.5
15/16,15/16,13,Eintracht Frankfurt,Bayer Leverkusen,1,3,4.0,3.8,1.85,Bayer Leverkusen,1.85
15/16,15/16,13,Monchengladbach,Hannover Sportverein,2,1,1.5,4.33,6.5,Monchengladbach,1.5
15/16,15/16,13,Wolfsburg,Werder Bremen,6,0,1.67,4.0,5.0,Wolfsburg,1.67
15/16,15/16,13,Estugarda,FC Augsburgo,0,4,1.95,3.8,3.5,FC Augsburgo,3.5
15/16,15/16,13,Schalke 04,Bayern de Munique,1,3,10.0,6.0,1.25,Bayern de Munique,1.25
15/16,15/16,13,Hertha Berlim,TSG Hoffenheim,1,0,2.0,3.5,3.8,Hertha Berlim,2.0
15/16,15/16,13,FC Ingolstadt,SV Darmstadt 98,3,1,2.05,3.25,4.0,FC Ingolstadt,2.05
15/16,15/16,14,SV Darmstadt 98,Colónia,0,0,3.1,3.1,2.38,Empate,3.1
15/16,15/16,14,Bayern de Munique,Hertha Berlim,2,0,1.1,10.0,26.0,Bayern de Munique,1.1
15/16,15/16,14,Hannover Sportverein,FC Ingolstadt,4,0,2.6,3.2,2.8,Hannover Sportverein,2.6
15/16,15/16,14,TSG Hoffenheim,Monchengladbach,3,3,3.1,3.5,2.25,Empate,3.5
15/16,15/16,14,Werder Bremen,Hamburgo SV,1,3,2.25,3.4,3.2,Hamburgo SV,3.2
15/16,15/16,14,Mainz,Eintracht Frankfurt,2,1,2.1,3.6,3.4,Mainz,2.1
15/16,15/16,14,Borussia Dortmund,Estugarda,4,1,1.2,7.5,12.0,Borussia Dortmund,1.2
15/16,15/16,14,Bayer Leverkusen,Schalke 04,1,1,1.65,4.0,5.25,Empate,4.0
15/16,15/16,14,FC Augsburgo,Wolfsburg,0,0,3.1,3.5,2.25,Empate,3.5
15/16,15/16,15,Schalke 04,Hannover Sportverein,3,1,1.6,4.0,5.75,Schalke 04,1.6
15/16,15/16,15,Colónia,FC Augsburgo,0,1,2.25,3.3,3.3,FC Augsburgo,3.3
15/16,15/16,15,FC Ingolstadt,TSG Hoffenheim,1,1,2.2,3.3,3.3,Empate,3.3
15/16,15/16,15,Hamburgo SV,Mainz,1,3,2.3,3.4,3.1,Mainz,3.1
15/16,15/16,15,Hertha Berlim,Bayer Leverkusen,2,1,4.33,3.5,1.83,Hertha Berlim,4.33
15/16,15/16,15,Monchengladbach,Bayern de Munique,3,1,8.5,5.0,1.36,Monchengladbach,8.5
15/16,15/16,15,Wolfsburg,Borussia Dortmund,1,2,3.3,4.2,1.95,Borussia Dortmund,1.95
15/16,15/16,15,Estugarda,Werder Bremen,1,1,2.1,3.75,3.3,Empate,3.75
15/16,15/16,15,Eintracht Frankfurt,SV Darmstadt 98,0,1,2.0,3.3,4.0,SV Darmstadt 98,4.0
15/16,15/16,16,Mainz,Estugarda,0,0,2.0,3.6,3.6,Empate,3.6
15/16,15/16,16,Bayern de Munique,FC Ingolstadt,2,0,1.09,11.0,23.0,Bayern de Munique,1.09
15/16,15/16,16,SV Darmstadt 98,Hertha Berlim,0,4,3.0,3.1,2.55,Hertha Berlim,2.55
15/16,15/16,16,TSG Hoffenheim,Hannover Sportverein,1,0,1.85,3.6,4.33,TSG Hoffenheim,1.85
15/16,15/16,16,Werder Bremen,Colónia,1,1,2.5,3.3,2.88,Empate,3.3
15/16,15/16,16,Wolfsburg,Hamburgo SV,1,1,1.53,4.33,6.0,Empate,4.33
15/16,15/16,16,Bayer Leverkusen,Monchengladbach,5,0,1.95,3.75,3.75,Bayer Leverkusen,1.95
15/16,15/16,16,FC Augsburgo,Schalke 04,2,1,2.8,3.4,2.5,FC Augsburgo,2.8
15/16,15/16,16,Borussia Dortmund,Eintracht Frankfurt,4,1,1.13,9.0,19.0,Borussia Dortmund,1.13
15/16,15/16,17,Schalke 04,TSG Hoffenheim,1,0,1.67,4.0,5.0,Schalke 04,1.67
15/16,15/16,17,Colónia,Borussia Dortmund,2,1,5.5,4.5,1.53,Colónia,5.5
15/16,15/16,17,Eintracht Frankfurt,Werder Bremen,2,1,2.1,3.5,3.25,Eintracht Frankfurt,2.1
15/16,15/16,17,FC Ingolstadt,Bayer Leverkusen,0,1,5.0,3.5,1.75,Bayer Leverkusen,1.75
15/16,15/16,17,Hamburgo SV,FC Augsburgo,0,1,2.25,3.4,3.25,FC Augsburgo,3.25
15/16,15/16,17,Hannover Sportverein,Bayern de Munique,0,1,15.0,6.5,1.2,Bayern de Munique,1.2
15/16,15/16,17,Estugarda,Wolfsburg,3,1,3.75,3.5,2.0,Estugarda,3.75
15/16,15/16,17,Hertha Berlim,Mainz,2,0,2.1,3.4,3.5,Hertha Berlim,2.1
15/16,15/16,17,Monchengladbach,SV Darmstadt 98,3,2,1.57,4.2,6.0,Monchengladbach,1.57
15/16,15/16,18,Hamburgo SV,Bayern de Munique,1,2,15.0,7.0,1.2,Bayern de Munique,1.2
15/16,15/16,18,Colónia,Estugarda,1,3,2.0,3.4,3.8,Estugarda,3.8
15/16,15/16,18,FC Ingolstadt,Mainz,1,0,2.3,3.2,3.3,FC Ingolstadt,2.3
15/16,15/16,18,Hannover Sportverein,SV Darmstadt 98,1,2,2.3,3.25,3.25,SV Darmstadt 98,3.25
15/16,15/16,18,Hertha Berlim,FC Augsburgo,0,0,2.05,3.4,3.75,Empate,3.4
15/16,15/16,18,TSG Hoffenheim,Bayer Leverkusen,1,1,5.0,3.8,1.7,Empate,3.8
15/16,15/16,18,Monchengladbach,Borussia Dortmund,1,3,6.0,4.75,1.5,Borussia Dortmund,1.5
15/16,15/16,18,Eintracht Frankfurt,Wolfsburg,3,2,3.5,3.5,2.1,Eintracht Frankfurt,3.5
15/16,15/16,18,Schalke 04,Werder Bremen,1,3,1.67,4.0,5.0,Werder Bremen,5.0
15/16,15/16,19,Mainz,Monchengladbach,1,0,2.4,3.4,2.9,Mainz,2.4
15/16,15/16,19,Bayer Leverkusen,Hannover Sportverein,3,0,1.29,6.0,9.5,Bayer Leverkusen,1.29
15/16,15/16,19,Borussia Dortmund,FC Ingolstadt,2,0,1.29,5.5,11.0,Borussia Dortmund,1.29
15/16,15/16,19,FC Augsburgo,Eintracht Frankfurt,0,0,1.95,3.6,3.8,Empate,3.6
15/16,15/16,19,SV Darmstadt 98,Schalke 04,0,2,3.25,3.4,2.15,Schalke 04,2.15
15/16,15/16,19,Werder Bremen,Hertha Berlim,3,3,2.4,3.4,2.88,Empate,3.4
15/16,15/16,19,Estugarda,Hamburgo SV,2,1,1.85,3.75,3.9,Estugarda,1.85
15/16,15/16,19,Wolfsburg,Colónia,1,1,1.57,4.0,5.75,Empate,4.0
15/16,15/16,19,Bayern de Munique,TSG Hoffenheim,2,0,1.08,13.0,21.0,Bayern de Munique,1.08
15/16,15/16,20,Monchengladbach,Werder Bremen,5,1,1.65,4.0,4.75,Monchengladbach,1.65
15/16,15/16,20,Eintracht Frankfurt,Estugarda,2,4,3.0,3.6,2.3,Estugarda,2.3
15/16,15/16,20,FC Ingolstadt,FC Augsburgo,2,1,2.5,3.1,3.1,FC Ingolstadt,2.5
15/16,15/16,20,Hannover Sportverein,Mainz,0,1,2.63,3.3,2.7,Mainz,2.7
15/16,15/16,20,Hertha Berlim,Borussia Dortmund,0,0,6.5,4.33,1.5,Empate,4.33
15/16,15/16,20,Schalke 04,Wolfsburg,3,0,2.4,3.5,2.88,Schalke 04,2.4
15/16,15/16,20,Bayer Leverkusen,Bayern de Munique,0,0,5.5,4.0,1.62,Empate,4.0
15/16,15/16,20,Hamburgo SV,Colónia,1,1,2.88,3.2,2.55,Empate,3.2
15/16,15/16,20,TSG Hoffenheim,SV Darmstadt 98,0,2,2.0,3.3,4.0,SV Darmstadt 98,4.0
15/16,15/16,21,Mainz,Schalke 04,2,1,2.7,3.4,2.6,Mainz,2.7
15/16,15/16,21,Borussia Dortmund,Hannover Sportverein,1,0,1.14,8.5,17.0,Borussia Dortmund,1.14
15/16,15/16,21,Estugarda,Hertha Berlim,2,0,2.0,3.5,3.6,Estugarda,2.0
15/16,15/16,21,SV Darmstadt 98,Bayer Leverkusen,1,2,4.33,3.5,1.91,Bayer Leverkusen,1.91
15/16,15/16,21,Werder Bremen,TSG Hoffenheim,1,1,2.0,3.6,3.6,Empate,3.6
15/16,15/16,21,Wolfsburg,FC Ingolstadt,2,0,1.75,3.6,5.0,Wolfsburg,1.75
15/16,15/16,21,Colónia,Eintracht Frankfurt,3,1,1.7,3.8,5.0,Colónia,1.7
15/16,15/16,21,Hamburgo SV,Monchengladbach,3,2,3.5,3.6,2.05,Hamburgo SV,3.5
15/16,15/16,21,FC Augsburgo,Bayern de Munique,1,3,12.0,5.75,1.25,Bayern de Munique,1.25
15/16,15/16,22,Eintracht Frankfurt,Hamburgo SV,0,0,2.25,3.5,3.0,Empate,3.5
15/16,15/16,22,Bayern de Munique,SV Darmstadt 98,3,1,1.08,12.0,26.0,Bayern de Munique,1.08
15/16,15/16,22,FC Ingolstadt,Werder Bremen,2,0,2.15,3.4,3.5,FC Ingolstadt,2.15
15/16,15/16,22,Hertha Berlim,Wolfsburg,1,1,2.7,3.3,2.63,Empate,3.3
15/16,15/16,22,Monchengladbach,Colónia,1,0,2.15,3.6,3.1,Monchengladbach,2.15
15/16,15/16,22,TSG Hoffenheim,Mainz,3,2,2.4,3.2,3.0,TSG Hoffenheim,2.4
15/16,15/16,22,Bayer Leverkusen,Borussia Dortmund,0,1,3.1,3.5,2.25,Borussia Dortmund,2.25
15/16,15/16,22,Hannover Sportverein,FC Augsburgo,0,1,2.45,3.3,2.9,FC Augsburgo,2.9
15/16,15/16,22,Schalke 04,Estugarda,1,1,2.0,3.75,3.4,Empate,3.75
15/16,15/16,23,Colónia,Hertha Berlim,0,1,2.2,3.2,3.5,Hertha Berlim,3.5
15/16,15/16,23,Estugarda,Hannover Sportverein,1,2,1.45,4.5,7.0,Hannover Sportverein,7.0
15/16,15/16,23,Hamburgo SV,FC Ingolstadt,1,1,2.4,3.1,3.2,Empate,3.1
15/16,15/16,23,Werder Bremen,SV Darmstadt 98,2,2,1.85,3.6,4.0,Empate,3.6
15/16,15/16,23,Wolfsburg,Bayern de Munique,0,2,8.5,4.75,1.36,Bayern de Munique,1.36
15/16,15/16,23,FC Augsburgo,Monchengladbach,2,2,3.0,3.5,2.3,Empate,3.5
15/16,15/16,23,Borussia Dortmund,TSG Hoffenheim,3,1,1.25,6.0,12.0,Borussia Dortmund,1.25
15/16,15/16,23,Mainz,Bayer Leverkusen,3,1,3.5,3.4,2.1,Mainz,3.5
15/16,15/16,23,Eintracht Frankfurt,Schalke 04,0,0,2.5,3.5,2.63,Empate,3.5
15/16,15/16,24,FC Ingolstadt,Colónia,1,1,2.45,3.1,3.1,Empate,3.1
15/16,15/16,24,Hannover Sportverein,Wolfsburg,0,4,5.0,3.75,1.73,Wolfsburg,1.73
15/16,15/16,24,Bayer Leverkusen,Werder Bremen,1,4,1.55,4.33,6.0,Werder Bremen,6.0
15/16,15/16,24,Bayern de Munique,Mainz,1,2,1.13,8.5,21.0,Mainz,21.0
15/16,15/16,24,Hertha Berlim,Eintracht Frankfurt,2,0,1.85,3.6,4.2,Hertha Berlim,1.85
15/16,15/16,24,Monchengladbach,Estugarda,4,0,2.1,3.75,3.25,Monchengladbach,2.1
15/16,15/16,24,Schalke 04,Hamburgo SV,3,2,1.8,3.6,4.5,Schalke 04,1.8
15/16,15/16,24,SV Darmstadt 98,Borussia Dortmund,0,2,7.0,4.0,1.53,Borussia Dortmund,1.53
15/16,15/16,24,TSG Hoffenheim,FC Augsburgo,2,1,2.1,3.6,3.25,TSG Hoffenheim,2.1
15/16,15/16,24,Colónia,Schalke 04,1,3,2.5,3.2,2.88,Schalke 04,2.88
15/16,15/16,24,Eintracht Frankfurt,FC Ingolstadt,1,1,2.5,3.2,3.0,Empate,3.2
15/16,15/16,24,Estugarda,TSG Hoffenheim,5,1,1.83,4.0,4.0,Estugarda,1.83
15/16,15/16,24,FC Augsburgo,Bayer Leverkusen,3,3,2.9,3.3,2.5,Empate,3.3
15/16,15/16,24,Werder Bremen,Hannover Sportverein,4,1,1.62,4.33,5.0,Werder Bremen,1.62
15/16,15/16,24,Wolfsburg,Monchengladbach,2,1,1.85,3.8,4.0,Wolfsburg,1.85
15/16,15/16,24,Borussia Dortmund,Bayern de Munique,0,0,3.25,3.5,2.2,Empate,3.5
15/16,15/16,24,Mainz,SV Darmstadt 98,0,0,1.75,3.5,5.25,Empate,3.5
15/16,15/16,24,Hamburgo SV,Hertha Berlim,2,0,2.8,3.1,2.7,Hamburgo SV,2.8
15/16,15/16,25,Hertha Berlim,Schalke 04,2,0,2.5,3.25,2.9,Hertha Berlim,2.5
15/16,15/16,25,FC Ingolstadt,Estugarda,3,3,3.1,3.4,2.3,Empate,3.4
15/16,15/16,25,Hannover Sportverein,Colónia,0,2,3.4,3.4,2.15,Colónia,2.15
15/16,15/16,25,Monchengladbach,Eintracht Frankfurt,3,0,1.5,4.5,6.0,Monchengladbach,1.5
15/16,15/16,25,SV Darmstadt 98,FC Augsburgo,2,2,2.75,3.1,2.75,Empate,3.1
15/16,15/16,25,TSG Hoffenheim,Wolfsburg,1,0,3.4,3.75,2.05,TSG Hoffenheim,3.4
15/16,15/16,25,Bayern de Munique,Werder Bremen,5,0,1.1,9.0,26.0,Bayern de Munique,1.1
15/16,15/16,25,Bayer Leverkusen,Hamburgo SV,1,0,1.62,4.0,5.5,Bayer Leverkusen,1.62
15/16,15/16,25,Borussia Dortmund,Mainz,2,0,1.33,5.25,9.0,Borussia Dortmund,1.33
15/16,15/16,26,Schalke 04,Monchengladbach,2,1,2.45,3.5,2.8,Schalke 04,2.45
15/16,15/16,26,Colónia,Bayern de Munique,0,1,7.5,4.75,1.4,Bayern de Munique,1.4
15/16,15/16,26,Hamburgo SV,TSG Hoffenheim,1,3,2.25,3.4,3.2,TSG Hoffenheim,3.2
15/16,15/16,26,Hertha Berlim,FC Ingolstadt,2,1,2.05,3.4,3.75,Hertha Berlim,2.05
15/16,15/16,26,Werder Bremen,Mainz,1,1,2.2,3.2,3.5,Empate,3.2
15/16,15/16,26,Wolfsburg,SV Darmstadt 98,1,1,1.5,4.0,7.5,Empate,4.0
15/16,15/16,26,Eintracht Frankfurt,Hannover Sportverein,1,0,2.0,3.5,3.75,Eintracht Frankfurt,2.0
15/16,15/16,26,Estugarda,Bayer Leverkusen,0,2,2.15,3.75,3.1,Bayer Leverkusen,3.1
15/16,15/16,26,FC Augsburgo,Borussia Dortmund,1,3,6.0,4.0,1.55,Borussia Dortmund,1.55
15/16,15/16,27,Bayer Leverkusen,Wolfsburg,3,0,1.95,3.5,4.0,Bayer Leverkusen,1.95
15/16,15/16,27,Bayern de Munique,Eintracht Frankfurt,1,0,1.08,11.0,26.0,Bayern de Munique,1.08
15/16,15/16,27,FC Ingolstadt,Schalke 04,3,0,2.9,3.1,2.6,FC Ingolstadt,2.9
15/16,15/16,27,Hannover Sportverein,Hamburgo SV,0,3,3.2,3.3,2.3,Hamburgo SV,2.3
15/16,15/16,27,Mainz,FC Augsburgo,4,2,2.1,3.4,3.6,Mainz,2.1
15/16,15/16,27,SV Darmstadt 98,Estugarda,2,2,3.1,3.4,2.3,Empate,3.4
15/16,15/16,27,Borussia Dortmund,Werder Bremen,3,2,1.2,7.0,13.0,Borussia Dortmund,1.2
15/16,15/16,27,Monchengladbach,Hertha Berlim,5,0,1.83,3.5,4.5,Monchengladbach,1.83
15/16,15/16,27,TSG Hoffenheim,Colónia,1,1,2.6,3.4,2.7,Empate,3.4
15/16,15/16,28,Hertha Berlim,Hannover Sportverein,2,2,1.5,4.1,7.0,Empate,4.1
15/16,15/16,28,Eintracht Frankfurt,TSG Hoffenheim,0,2,2.4,3.4,3.0,TSG Hoffenheim,3.0
15/16,15/16,28,Estugarda,Bayern de Munique,1,3,12.0,6.5,1.22,Bayern de Munique,1.22
15/16,15/16,28,FC Ingolstadt,Monchengladbach,1,0,3.3,3.5,2.15,FC Ingolstadt,3.3
15/16,15/16,28,Hamburgo SV,SV Darmstadt 98,1,2,2.1,3.3,3.7,SV Darmstadt 98,3.7
15/16,15/16,28,Werder Bremen,FC Augsburgo,1,2,1.91,3.6,4.0,FC Augsburgo,4.0
15/16,15/16,28,Wolfsburg,Mainz,1,1,2.15,3.5,3.4,Empate,3.5
15/16,15/16,28,Schalke 04,Borussia Dortmund,2,2,3.4,3.5,2.15,Empate,3.5
15/16,15/16,28,Colónia,Bayer Leverkusen,0,2,2.8,3.4,2.5,Bayer Leverkusen,2.5
15/16,15/16,29,Hannover Sportverein,Monchengladbach,2,0,5.5,4.0,1.62,Hannover Sportverein,5.5
15/16,15/16,29,Bayer Leverkusen,Eintracht Frankfurt,3,0,1.5,4.75,5.75,Bayer Leverkusen,1.5
15/16,15/16,29,FC Augsburgo,Estugarda,1,0,2.3,3.75,2.88,FC Augsburgo,2.3
15/16,15/16,29,SV Darmstadt 98,FC Ingolstadt,2,0,2.63,3.2,2.75,SV Darmstadt 98,2.63
15/16,15/16,29,TSG Hoffenheim,Hertha Berlim,2,1,2.5,3.4,2.88,TSG Hoffenheim,2.5
15/16,15/16,29,Werder Bremen,Wolfsburg,3,2,2.75,3.6,2.45,Werder Bremen,2.75
15/16,15/16,29,Bayern de Munique,Schalke 04,3,0,1.17,7.5,16.0,Bayern de Munique,1.17
