temporada,temporada_dropdown,semana,time_casa,time_fora,gols_casa,gols_fora,odd_casa,odd_empate,odd_fora,vencedor,odd_vencedora
15/16,15/16,13,Danubio,Nacional de Futebol,2,0,2.9,3.5,2.15,Danubio,2.9
15/16,15/16,13,Instituição Atlética Sud-Americana,Juventud de las Piedras,1,1,1.95,3.6,3.25,Empate,3.6
15/16,15/16,13,Racing Clube Montevideo,Plaza Colónia,2,2,1.73,3.5,4.0,Empate,3.5
15/16,15/16,13,CA Penarol,Montevideo Wanderers FC,1,1,1.62,4.0,5.0,Empate,4.0
15/16,15/16,14,Defensor Sporting,CA River Plate,1,2,2.15,3.2,3.2,CA River Plate,3.2
15/16,15/16,14,El Tanque Sisley,CA Fenix,1,0,2.4,3.4,2.6,El Tanque Sisley,2.4
15/16,15/16,14,CA Cerro,Instituição Atlética Sud-Americana,2,0,2.0,3.3,3.4,CA Cerro,2.0
15/16,15/16,14,Plaza Colónia,CA Penarol,1,1,9.0,4.2,1.33,Empate,4.2
15/16,15/16,14,Montevideo Wanderers FC,Danubio,0,0,2.25,3.2,3.0,Empate,3.2
15/16,15/16,14,Juventud de las Piedras,Racing Clube Montevideo,3,2,3.0,3.3,2.2,Juventud de las Piedras,3.0
15/16,15/16,14,Villa Teresa,Liverpool FC,0,1,3.75,3.3,1.91,Liverpool FC,1.91
15/16,15/16,14,Nacional de Futebol,Club Atlético Rentistas,3,2,1.44,4.33,6.0,Nacional de Futebol,1.44
15/16,15/16,15,CA Fenix,Defensor Sporting,3,0,3.0,3.5,2.1,CA Fenix,3.0
15/16,15/16,15,CA River Plate,Villa Teresa,4,0,1.44,4.0,6.5,CA River Plate,1.44
15/16,15/16,15,Club Atlético Rentistas,Montevideo Wanderers FC,1,2,2.45,3.4,2.55,Montevideo Wanderers FC,2.55
15/16,15/16,15,Danubio,Plaza Colónia,2,2,1.6,3.6,5.25,Empate,3.6
15/16,15/16,15,Instituição Atlética Sud-Americana,El Tanque Sisley,1,1,2.1,3.25,3.2,Empate,3.25
15/16,15/16,15,Racing Clube Montevideo,CA Cerro,0,2,2.38,3.25,2.75,CA Cerro,2.75
15/16,15/16,15,CA Penarol,Juventud de las Piedras,1,0,1.25,5.25,10.0,CA Penarol,1.25
15/16,15/16,15,Liverpool FC,Nacional de Futebol,2,3,4.2,3.75,1.7,Nacional de Futebol,1.7
15/16,15/16,16,CA Fenix,CA River Plate,1,1,1.8,3.6,3.8,Empate,3.6
15/16,15/16,16,Club Atlético Rentistas,Plaza Colónia,1,3,2.05,3.2,3.2,Plaza Colónia,3.2
15/16,15/16,16,Liverpool FC,Montevideo Wanderers FC,1,4,2.7,3.3,2.38,Montevideo Wanderers FC,2.38
15/16,15/16,16,Instituição Atlética Sud-Americana,Defensor Sporting,2,0,2.7,3.1,2.5,Instituição Atlética Sud-Americana,2.7
15/16,15/16,16,Villa Teresa,Nacional de Futebol,0,3,10.0,5.0,1.22,Nacional de Futebol,1.22
15/16,15/16,16,CA Penarol,CA Cerro,2,1,1.44,4.0,6.5,CA Penarol,1.44
15/16,15/16,16,Danubio,Juventud de las Piedras,2,1,1.75,3.5,4.2,Danubio,1.75
15/16,15/16,16,Racing Clube Montevideo,El Tanque Sisley,2,0,2.15,3.5,2.88,Racing Clube Montevideo,2.15
15/16,15/16,17,CA Fenix,Instituição Atlética Sud-Americana,2,0,2.15,3.1,3.3,CA Fenix,2.15
15/16,15/16,17,CA River Plate,Nacional de Futebol,0,3,5.5,4.2,1.44,Nacional de Futebol,1.44
15/16,15/16,17,Montevideo Wanderers FC,Villa Teresa,2,3,1.4,4.5,6.5,Villa Teresa,6.5
15/16,15/16,17,El Tanque Sisley,CA Penarol,0,2,5.5,3.8,1.53,CA Penarol,1.53
15/16,15/16,17,Plaza Colónia,Liverpool FC,1,0,2.5,3.3,2.55,Plaza Colónia,2.5
15/16,15/16,17,CA Cerro,Danubio,1,0,2.6,3.4,2.38,CA Cerro,2.6
15/16,15/16,17,Club Atlético Rentistas,Juventud de las Piedras,2,1,2.15,3.3,3.1,Club Atlético Rentistas,2.15
15/16,15/16,17,Defensor Sporting,Racing Clube Montevideo,1,3,1.8,3.4,4.0,Racing Clube Montevideo,4.0
15/16,15/16,18,Club Atlético Rentistas,CA Cerro,0,0,2.3,3.3,2.8,Empate,3.3
15/16,15/16,18,Racing Clube Montevideo,CA Fenix,2,2,2.1,3.3,3.2,Empate,3.3
15/16,15/16,18,Instituição Atlética Sud-Americana,CA River Plate,2,1,2.88,3.1,2.38,Instituição Atlética Sud-Americana,2.88
15/16,15/16,18,Nacional de Futebol,Montevideo Wanderers FC,2,1,1.62,3.6,5.0,Nacional de Futebol,1.62
15/16,15/16,18,Danubio,El Tanque Sisley,3,3,1.67,3.4,5.0,Empate,3.4
15/16,15/16,18,Liverpool FC,Juventud de las Piedras,1,3,2.1,3.25,3.2,Juventud de las Piedras,3.2
15/16,15/16,18,Villa Teresa,Plaza Colónia,1,1,3.0,3.1,2.3,Empate,3.1
15/16,15/16,18,CA Penarol,Defensor Sporting,5,1,1.73,3.75,4.5,CA Penarol,1.73
15/16,15/16,19,CA River Plate,Montevideo Wanderers FC,1,1,2.88,3.1,2.38,Empate,3.1
15/16,15/16,19,Instituição Atlética Sud-Americana,Racing Clube Montevideo,2,2,2.25,3.3,2.88,Empate,3.3
15/16,15/16,19,Juventud de las Piedras,Villa Teresa,0,1,1.85,3.25,4.0,Villa Teresa,4.0
15/16,15/16,19,CA Fenix,CA Penarol,2,0,4.75,3.8,1.62,CA Fenix,4.75
15/16,15/16,19,CA Cerro,Liverpool FC,1,0,2.2,3.2,3.0,CA Cerro,2.2
15/16,15/16,19,Defensor Sporting,Danubio,3,2,2.15,3.2,3.2,Defensor Sporting,2.15
15/16,15/16,19,El Tanque Sisley,Club Atlético Rentistas,2,1,2.2,3.25,3.0,El Tanque Sisley,2.2
15/16,15/16,19,Plaza Colónia,Nacional de Futebol,2,0,3.75,3.5,1.85,Plaza Colónia,3.75
15/16,15/16,20,Liverpool FC,El Tanque Sisley,0,1,2.2,3.25,3.0,El Tanque Sisley,3.0
15/16,15/16,20,Villa Teresa,CA Cerro,0,1,3.75,3.3,1.91,CA Cerro,1.91
15/16,15/16,20,CA Penarol,Instituição Atlética Sud-Americana,1,1,1.5,3.8,6.0,Empate,3.8
15/16,15/16,20,Danubio,CA Fenix,0,2,2.0,3.4,3.75,CA Fenix,3.75
15/16,15/16,20,Club Atlético Rentistas,Defensor Sporting,0,1,2.7,3.25,2.45,Defensor Sporting,2.45
15/16,15/16,20,Montevideo Wanderers FC,Plaza Colónia,0,1,2.0,3.5,3.2,Plaza Colónia,3.2
15/16,15/16,20,Racing Clube Montevideo,CA River Plate,0,1,1.8,3.3,4.75,CA River Plate,4.75
15/16,15/16,20,Nacional de Futebol,Juventud de las Piedras,1,1,1.33,4.33,9.0,Empate,4.33
15/16,15/16,21,El Tanque Sisley,Villa Teresa,0,1,2.05,3.2,3.4,Villa Teresa,3.4
15/16,15/16,21,CA Fenix,Club Atlético Rentistas,1,1,1.95,3.4,3.5,Empate,3.4
15/16,15/16,21,Instituição Atlética Sud-Americana,Danubio,2,1,2.63,3.4,2.38,Instituição Atlética Sud-Americana,2.63
15/16,15/16,21,Racing Clube Montevideo,CA Penarol,0,1,3.75,3.5,1.85,CA Penarol,1.85
15/16,15/16,21,CA River Plate,Plaza Colónia,0,1,2.0,3.1,3.5,Plaza Colónia,3.5
15/16,15/16,21,CA Cerro,Nacional de Futebol,1,0,4.33,3.4,1.75,CA Cerro,4.33
15/16,15/16,21,Juventud de las Piedras,Montevideo Wanderers FC,3,3,2.6,3.3,2.45,Empate,3.3
15/16,15/16,21,Defensor Sporting,Liverpool FC,1,2,1.85,3.4,3.8,Liverpool FC,3.8
15/16,15/16,22,Danubio,Racing Clube Montevideo,1,1,2.0,3.25,3.5,Empate,3.25
15/16,15/16,22,Villa Teresa,Defensor Sporting,2,2,2.88,3.2,2.3,Empate,3.2
15/16,15/16,22,Plaza Colónia,Juventud de las Piedras,1,2,1.83,3.6,3.75,Juventud de las Piedras,3.75
15/16,15/16,22,Nacional de Futebol,El Tanque Sisley,3,1,1.57,3.8,5.25,Nacional de Futebol,1.57
15/16,15/16,22,Montevideo Wanderers FC,CA Cerro,3,1,2.35,3.2,2.8,Montevideo Wanderers FC,2.35
15/16,15/16,22,Club Atlético Rentistas,Instituição Atlética Sud-Americana,1,0,2.2,3.25,3.0,Club Atlético Rentistas,2.2
15/16,15/16,22,Liverpool FC,CA Fenix,1,1,2.15,3.25,3.1,Empate,3.25
15/16,15/16,22,CA Penarol,CA River Plate,0,2,1.6,3.6,5.25,CA River Plate,5.25
15/16,15/16,23,CA Fenix,Villa Teresa,1,0,2.3,3.3,2.8,CA Fenix,2.3
15/16,15/16,23,Racing Clube Montevideo,Club Atlético Rentistas,0,3,2.1,3.25,3.2,Club Atlético Rentistas,3.2
15/16,15/16,23,CA Penarol,Danubio,2,1,2.0,3.4,3.4,CA Penarol,2.0
15/16,15/16,23,Instituição Atlética Sud-Americana,Liverpool FC,0,3,2.7,3.3,2.38,Liverpool FC,2.38
15/16,15/16,23,CA Cerro,Plaza Colónia,0,0,2.2,3.4,2.88,Empate,3.4
15/16,15/16,23,CA River Plate,Juventud de las Piedras,0,0,1.73,3.6,4.2,Empate,3.6
15/16,15/16,23,El Tanque Sisley,Montevideo Wanderers FC,1,3,3.1,3.4,2.1,Montevideo Wanderers FC,2.1
15/16,15/16,23,Defensor Sporting,Nacional de Futebol,2,4,3.2,3.25,2.1,Nacional de Futebol,2.1
15/16,15/16,25,Liverpool FC,Racing Clube Montevideo,3,2,2.5,3.3,2.55,Liverpool FC,2.5
15/16,15/16,25,Montevideo Wanderers FC,Defensor Sporting,0,0,2.15,3.4,3.0,Empate,3.4
15/16,15/16,25,Plaza Colónia,El Tanque Sisley,2,1,1.75,3.4,4.33,Plaza Colónia,1.75
15/16,15/16,25,Nacional de Futebol,CA Fenix,1,0,1.45,4.33,6.0,Nacional de Futebol,1.45
15/16,15/16,25,Danubio,CA River Plate,0,3,2.1,3.5,3.0,CA River Plate,3.0
15/16,15/16,25,Juventud de las Piedras,CA Cerro,1,3,2.75,3.1,2.63,CA Cerro,2.63
15/16,15/16,25,Villa Teresa,Instituição Atlética Sud-Americana,0,1,2.2,3.1,3.5,Instituição Atlética Sud-Americana,3.5
15/16,15/16,25,Club Atlético Rentistas,CA Penarol,1,3,4.5,3.8,1.73,CA Penarol,1.73
15/16,15/16,26,Racing Clube Montevideo,Villa Teresa,2,3,1.91,3.4,3.75,Villa Teresa,3.75
15/16,15/16,26,Danubio,Club Atlético Rentistas,1,2,2.1,3.25,3.0,Club Atlético Rentistas,3.0
15/16,15/16,26,El Tanque Sisley,Juventud de las Piedras,0,2,3.0,3.1,2.3,Juventud de las Piedras,2.3
15/16,15/16,26,CA Penarol,Liverpool FC,1,0,1.65,3.6,4.75,CA Penarol,1.65
15/16,15/16,26,CA Fenix,Montevideo Wanderers FC,2,1,2.63,3.2,2.5,CA Fenix,2.63
15/16,15/16,26,Defensor Sporting,Plaza Colónia,1,1,2.3,3.0,3.4,Empate,3.0
15/16,15/16,26,Instituição Atlética Sud-Americana,Nacional de Futebol,1,1,5.25,3.75,1.57,Empate,3.75
15/16,15/16,27,Montevideo Wanderers FC,Instituição Atlética Sud-Americana,0,2,2.1,3.5,3.3,Instituição Atlética Sud-Americana,3.3
15/16,15/16,27,Plaza Colónia,CA Fenix,1,0,2.2,3.2,3.0,Plaza Colónia,2.2
15/16,15/16,27,Villa Teresa,CA Penarol,0,3,6.0,3.75,1.5,CA Penarol,1.5
15/16,15/16,27,CA Cerro,El Tanque Sisley,2,0,1.75,3.4,4.33,CA Cerro,1.75
15/16,15/16,27,Club Atlético Rentistas,CA River Plate,2,1,2.8,3.5,2.2,Club Atlético Rentistas,2.8
15/16,15/16,27,Juventud de las Piedras,Defensor Sporting,2,1,2.88,3.1,2.38,Juventud de las Piedras,2.88
15/16,15/16,27,Liverpool FC,Danubio,0,3,2.05,3.1,3.25,Danubio,3.25
15/16,15/16,27,Nacional de Futebol,Racing Clube Montevideo,1,0,1.4,4.0,7.5,Nacional de Futebol,1.4
15/16,15/16,28,CA Fenix,Juventud de las Piedras,2,2,2.05,3.2,3.4,Empate,3.2
15/16,15/16,28,CA River Plate,El Tanque Sisley,1,0,1.44,4.33,7.0,CA River Plate,1.44
15/16,15/16,28,Danubio,Villa Teresa,1,1,1.62,3.6,5.0,Empate,3.6
15/16,15/16,28,Racing Clube Montevideo,Montevideo Wanderers FC,1,3,2.45,3.2,2.7,Montevideo Wanderers FC,2.7
15/16,15/16,28,Defensor Sporting,CA Cerro,1,0,2.3,3.2,2.9,Defensor Sporting,2.3
15/16,15/16,28,Club Atlético Rentistas,Liverpool FC,0,1,2.3,3.3,3.0,Liverpool FC,3.0
15/16,15/16,28,CA Penarol,Nacional de Futebol,2,2,2.6,3.2,2.7,Empate,3.2
15/16,15/16,28,Instituição Atlética Sud-Americana,Plaza Colónia,0,2,2.6,3.25,2.7,Plaza Colónia,2.7
15/16,15/16,29,Juventud de las Piedras,Instituição Atlética Sud-Americana,0,1,2.3,3.25,2.88,Instituição Atlética Sud-Americana,2.88
15/16,15/16,29,Montevideo Wanderers FC,CA Penarol,4,1,3.75,3.5,1.85,Montevideo Wanderers FC,3.75
15/16,15/16,29,Plaza Colónia,Racing Clube Montevideo,2,2,1.62,3.6,5.0,Empate,3.6
15/16,15/16,29,CA Cerro,CA Fenix,2,1,1.91,3.5,3.4,CA Cerro,1.91
15/16,15/16,29,El Tanque Sisley,Defensor Sporting,5,6,3.1,3.4,2.0,Defensor Sporting,2.0
15/16,15/16,29,Liverpool FC,CA River Plate,1,0,2.4,3.2,2.6,Liverpool FC,2.4
15/16,15/16,29,Villa Teresa,Club Atlético Rentistas,1,1,3.0,3.2,2.2,Empate,3.2
15/16,15/16,29,Nacional de Futebol,Danubio,0,2,1.5,3.75,6.0,Danubio,6.0
15/16,15/16,30,CA Fenix,El Tanque Sisley,1,0,1.45,4.0,6.25,CA Fenix,1.45
15/16,15/16,30,Club Atlético Rentistas,Nacional de Futebol,2,0,4.2,3.5,1.75,Club Atlético Rentistas,4.2
15/16,15/16,30,Danubio,Montevideo Wanderers FC,1,4,2.45,3.2,2.7,Montevideo Wanderers FC,2.7
15/16,15/16,30,Liverpool FC,Villa Teresa,1,0,1.62,3.6,5.0,Liverpool FC,1.62
15/16,15/16,30,Racing Clube Montevideo,Juventud de las Piedras,0,0,1.85,3.4,3.8,Empate,3.4
15/16,15/16,30,CA River Plate,Defensor Sporting,1,2,2.0,3.3,3.4,Defensor Sporting,3.4
15/16,15/16,30,CA Penarol,Plaza Colónia,1,2,1.7,3.5,4.2,Plaza Colónia,4.2
15/16,15/16,30,Instituição Atlética Sud-Americana,CA Cerro,2,2,2.8,3.6,2.15,Empate,3.6
15/16,15/16,31,CA Cerro,Racing Clube Montevideo,1,2,1.91,3.4,3.4,Racing Clube Montevideo,3.4
15/16,15/16,31,Juventud de las Piedras,CA Penarol,1,1,6.5,3.5,1.5,Empate,3.5
15/16,15/16,31,Montevideo Wanderers FC,Club Atlético Rentistas,2,1,2.3,3.2,2.7,Montevideo Wanderers FC,2.3
15/16,15/16,31,Nacional de Futebol,Liverpool FC,0,2,1.6,3.8,4.75,Liverpool FC,4.75
15/16,15/16,31,Defensor Sporting,CA Fenix,1,0,1.75,3.5,4.2,Defensor Sporting,1.75
15/16,15/16,31,El Tanque Sisley,Instituição Atlética Sud-Americana,0,1,2.88,3.2,2.2,Instituição Atlética Sud-Americana,2.2
15/16,15/16,31,Villa Teresa,CA River Plate,2,0,2.88,3.4,2.1,Villa Teresa,2.88
15/16,15/16,31,Plaza Colónia,Danubio,0,0,2.25,3.2,3.25,Empate,3.2
2016,2016,1,Juventud de las Piedras,Instituição Atlética Sud-Americana,2,0,2.3,3.2,2.88,Juventud de las Piedras,2.3
2016,2016,1,Plaza Colónia,Racing Clube Montevideo,1,1,2.15,3.25,3.1,Empate,3.25
2016,2016,1,Villa Espanola,Rampla Juniors,1,2,2.38,3.2,2.63,Rampla Juniors,2.63
2016,2016,1,CA Penarol,Liverpool FC,0,0,1.5,3.8,6.0,Empate,3.8
2016,2016,2,CA Fenix,CA Cerro,0,1,2.2,3.25,3.0,CA Cerro,3.0
2016,2016,2,Boston River,Defensor Sporting,1,1,3.1,3.25,2.15,Empate,3.25
2016,2016,2,Danubio,Nacional de Futebol,2,1,2.7,3.3,2.38,Danubio,2.7
2016,2016,2,Montevideo Wanderers FC,CA River Plate,1,1,2.63,3.3,2.63,Empate,3.3
2016,2016,2,Instituição Atlética Sud-Americana,Villa Espanola,1,0,2.25,3.25,2.9,Instituição Atlética Sud-Americana,2.25
2016,2016,2,Rampla Juniors,Danubio,2,1,3.4,3.3,2.0,Rampla Juniors,3.4
2016,2016,2,CA Penarol,CA Fenix,2,0,1.44,3.8,6.5,CA Penarol,1.44
2016,2016,2,CA Cerro,Montevideo Wanderers FC,1,3,2.6,3.4,2.3,Montevideo Wanderers FC,2.3
2016,2016,2,CA River Plate,Boston River,1,5,1.7,3.5,4.5,Boston River,4.5
2016,2016,2,Defensor Sporting,Juventud de las Piedras,0,1,1.83,3.5,3.75,Juventud de las Piedras,3.75
2016,2016,2,Racing Clube Montevideo,Liverpool FC,0,1,2.5,3.2,2.6,Liverpool FC,2.6
2016,2016,2,Nacional de Futebol,Plaza Colónia,3,2,1.36,4.2,8.0,Nacional de Futebol,1.36
2016,2016,3,Boston River,CA Cerro,1,1,2.6,3.0,2.63,Empate,3.0
2016,2016,3,CA Fenix,Racing Clube Montevideo,3,1,2.63,3.0,2.63,CA Fenix,2.63
2016,2016,3,CA Penarol,Montevideo Wanderers FC,0,1,1.85,3.25,4.0,Montevideo Wanderers FC,4.0
2016,2016,3,Plaza Colónia,Rampla Juniors,1,1,1.95,3.5,3.75,Empate,3.5
2016,2016,3,Danubio,Villa Espanola,1,0,1.57,3.6,5.5,Danubio,1.57
2016,2016,3,Defensor Sporting,Instituição Atlética Sud-Americana,2,0,1.8,3.4,4.2,Defensor Sporting,1.8
2016,2016,3,Juventud de las Piedras,CA River Plate,0,0,2.6,3.2,2.5,Empate,3.2
2016,2016,3,Liverpool FC,Nacional de Futebol,2,1,4.0,3.2,2.0,Liverpool FC,4.0
2016,2016,4,CA Cerro,Juventud de las Piedras,1,1,1.91,3.4,3.6,Empate,3.4
2016,2016,4,Instituição Atlética Sud-Americana,Danubio,0,2,3.0,3.4,2.15,Danubio,2.15
2016,2016,4,Racing Clube Montevideo,Montevideo Wanderers FC,1,1,2.1,3.3,3.2,Empate,3.3
2016,2016,4,CA Fenix,Nacional de Futebol,0,1,5.0,3.6,1.62,Nacional de Futebol,1.62
2016,2016,4,CA River Plate,Defensor Sporting,0,5,2.2,3.2,3.1,Defensor Sporting,3.1
2016,2016,4,Rampla Juniors,Liverpool FC,0,0,3.0,3.2,2.2,Empate,3.2
2016,2016,4,Villa Espanola,Plaza Colónia,2,4,2.88,3.3,2.25,Plaza Colónia,2.25
2016,2016,4,Boston River,CA Penarol,0,0,5.25,3.8,1.57,Empate,3.8
2016,2016,5,Boston River,Racing Clube Montevideo,1,1,2.1,3.25,3.25,Empate,3.25
2016,2016,5,Liverpool FC,Villa Espanola,1,0,1.53,4.0,5.25,Liverpool FC,1.53
2016,2016,5,Montevideo Wanderers FC,Nacional de Futebol,1,3,3.0,3.4,2.15,Nacional de Futebol,2.15
2016,2016,5,Defensor Sporting,CA Cerro,0,1,1.83,3.25,4.2,CA Cerro,4.2
2016,2016,5,CA River Plate,Instituição Atlética Sud-Americana,0,3,2.0,3.2,3.6,Instituição Atlética Sud-Americana,3.6
2016,2016,5,Danubio,Plaza Colónia,3,0,1.73,3.5,4.5,Danubio,1.73
2016,2016,5,Rampla Juniors,CA Fenix,0,0,2.8,3.2,2.38,Empate,3.2
2016,2016,5,Juventud de las Piedras,CA Penarol,1,0,7.0,4.0,1.44,Juventud de las Piedras,7.0
2016,2016,6,CA River Plate,CA Fenix,1,2,2.25,3.2,2.88,CA Fenix,2.88
2016,2016,6,Instituição Atlética Sud-Americana,Rampla Juniors,3,0,2.25,3.2,2.8,Instituição Atlética Sud-Americana,2.25
2016,2016,6,Plaza Colónia,CA Penarol,0,0,5.5,3.4,1.62,Empate,3.4
2016,2016,6,Racing Clube Montevideo,Danubio,4,2,3.5,3.2,2.0,Racing Clube Montevideo,3.5
2016,2016,6,CA Cerro,Liverpool FC,2,0,2.4,3.0,2.9,CA Cerro,2.4
2016,2016,6,Juventud de las Piedras,Boston River,0,1,2.3,2.9,3.2,Boston River,3.2
2016,2016,6,Defensor Sporting,Montevideo Wanderers FC,1,1,2.4,3.1,2.8,Empate,3.1
2016,2016,6,Villa Espanola,Nacional de Futebol,0,1,7.5,4.75,1.33,Nacional de Futebol,1.33
2016,2016,7,Instituição Atlética Sud-Americana,Boston River,0,1,2.55,3.2,2.75,Boston River,2.75
2016,2016,7,Liverpool FC,CA River Plate,2,2,2.1,3.4,3.4,Empate,3.4
2016,2016,7,Montevideo Wanderers FC,Juventud de las Piedras,1,0,1.91,3.5,4.0,Montevideo Wanderers FC,1.91
