temporada,temporada_dropdown,semana,time_casa,time_fora,gols_casa,gols_fora,odd_casa,odd_empate,odd_fora,vencedor,odd_vencedora
15/16,15/16,8,Angers,Bastia,1,0,2.1,3.1,4.0,Angers,2.1
15/16,15/16,8,Gazelec Ajaccio,Toulouse FC,2,2,3.1,3.2,2.4,Empate,3.2
15/16,15/16,8,Troyes AC,EA Guingamp,0,1,2.63,3.1,2.88,EA Guingamp,2.88
15/16,15/16,8,Mónaco,Rennes,1,1,1.85,3.4,4.75,,
15/16,15/16,8,Lorient,Bordéus,3,2,2.6,3.2,2.8,Lorient,2.6
15/16,15/16,8,SM Caen,Saint-Étienne,1,0,2.45,3.2,2.88,SM Caen,2.45
15/16,15/16,8,Paris Saint-Germain,Olympique de Marselha,2,1,1.33,5.0,10.0,Paris Saint-Germain,1.33
15/16,15/16,9,Mónaco,Olympique de Lyon,1,1,2.63,3.2,2.8,Empate,3.2
15/16,15/16,9,Bastia,Paris Saint-Germain,0,2,10.0,5.0,1.33,Paris Saint-Germain,1.33
15/16,15/16,9,EA Guingamp,Lille,1,1,2.6,3.1,2.9,Empate,3.1
15/16,15/16,9,Nantes,Troyes AC,3,0,1.95,3.3,4.2,Nantes,1.95
15/16,15/16,9,Reims,SM Caen,0,1,2.55,3.2,2.88,SM Caen,2.88
15/16,15/16,9,Saint-Étienne,Gazelec Ajaccio,2,0,1.45,3.9,8.5,Saint-Étienne,1.45
15/16,15/16,9,Toulouse FC,Angers,1,2,2.05,3.3,3.8,Angers,3.8
15/16,15/16,9,Olympique de Marselha,Lorient,1,1,1.57,4.0,6.0,Empate,4.0
15/16,15/16,9,Bordéus,Montpellier,0,0,1.75,3.6,5.0,Empate,3.6
15/16,15/16,9,Rennes,Nice,1,4,2.05,3.4,3.75,Nice,3.75
15/16,15/16,10,SM Caen,Nantes,0,2,1.91,3.3,4.5,Nantes,4.5
15/16,15/16,10,Olympique de Lyon,Toulouse FC,3,0,1.73,3.6,5.25,Olympique de Lyon,1.73
15/16,15/16,10,Lorient,Rennes,1,1,2.4,3.1,3.2,Empate,3.1
15/16,15/16,10,Angers,EA Guingamp,0,0,2.4,3.0,3.3,Empate,3.0
15/16,15/16,10,Gazelec Ajaccio,Nice,3,1,3.6,3.4,2.1,Gazelec Ajaccio,3.6
15/16,15/16,10,Montpellier,Bastia,2,0,1.95,3.3,4.2,Montpellier,1.95
15/16,15/16,10,Reims,Mónaco,0,1,3.0,3.25,2.45,Mónaco,2.45
15/16,15/16,10,Bordéus,Troyes AC,1,0,1.5,4.33,6.5,Bordéus,1.5
15/16,15/16,10,Lille,Olympique de Marselha,1,2,2.45,3.1,3.1,Olympique de Marselha,3.1
15/16,15/16,10,Paris Saint-Germain,Saint-Étienne,4,1,1.29,5.25,12.0,Paris Saint-Germain,1.29
15/16,15/16,11,Rennes,Paris Saint-Germain,0,1,8.5,4.2,1.44,Paris Saint-Germain,1.44
15/16,15/16,11,Saint-Étienne,Reims,3,0,1.57,4.0,6.0,Saint-Étienne,1.57
15/16,15/16,11,Bastia,SM Caen,1,0,2.9,3.1,2.6,Bastia,2.9
15/16,15/16,11,EA Guingamp,Lorient,2,2,2.05,3.25,3.75,Empate,3.25
15/16,15/16,11,Gazelec Ajaccio,Bordéus,2,0,4.75,3.5,1.8,Gazelec Ajaccio,4.75
15/16,15/16,11,Toulouse FC,Montpellier,1,1,2.1,3.2,3.8,Empate,3.2
15/16,15/16,11,Troyes AC,Olympique de Lyon,0,1,5.5,3.6,1.7,Olympique de Lyon,1.7
15/16,15/16,11,Nice,Lille,0,0,2.3,3.2,3.3,Empate,3.2
15/16,15/16,11,Mónaco,Angers,1,0,1.57,3.6,7.5,Mónaco,1.57
15/16,15/16,11,Nantes,Olympique de Marselha,0,1,4.0,3.2,2.05,Olympique de Marselha,2.05
15/16,15/16,12,Nice,Nantes,1,2,1.95,3.25,4.33,Nantes,4.33
15/16,15/16,12,Angers,Rennes,0,2,2.88,3.0,2.7,Rennes,2.7
15/16,15/16,12,Paris Saint-Germain,Toulouse FC,5,0,1.17,7.5,17.0,Paris Saint-Germain,1.17
15/16,15/16,12,Lille,Bastia,1,1,1.67,3.5,6.0,Empate,3.5
15/16,15/16,12,Lorient,Troyes AC,4,1,1.62,4.0,5.25,Lorient,1.62
15/16,15/16,12,Montpellier,Nantes,2,1,2.38,3.0,3.4,Montpellier,2.38
15/16,15/16,12,Reims,Gazelec Ajaccio,1,2,1.8,3.2,5.25,Gazelec Ajaccio,5.25
15/16,15/16,12,SM Caen,EA Guingamp,2,1,2.05,3.2,4.0,SM Caen,2.05
15/16,15/16,12,Olympique de Marselha,Nice,0,1,1.73,3.8,4.8,Nice,4.8
15/16,15/16,12,Bordéus,Mónaco,3,1,2.4,3.1,3.2,Bordéus,2.4
15/16,15/16,12,Olympique de Lyon,Saint-Étienne,3,0,1.95,3.5,4.0,Olympique de Lyon,1.95
15/16,15/16,13,Nice,Olympique de Lyon,3,0,3.75,3.5,2.0,Nice,3.75
15/16,15/16,13,Lorient,Paris Saint-Germain,1,2,7.0,4.2,1.5,Paris Saint-Germain,1.5
15/16,15/16,13,EA Guingamp,Toulouse FC,2,0,2.1,3.4,3.6,EA Guingamp,2.1
15/16,15/16,13,Mónaco,Nantes,1,0,1.67,3.75,5.75,Mónaco,1.67
15/16,15/16,13,Montpellier,Reims,3,1,2.0,3.25,4.0,Montpellier,2.0
15/16,15/16,13,Troyes AC,Lille,1,1,3.75,3.1,2.15,Empate,3.1
15/16,15/16,13,Bastia,Gazelec Ajaccio,1,2,2.1,3.1,4.0,Gazelec Ajaccio,4.0
15/16,15/16,13,SM Caen,Angers,0,0,1.83,3.3,4.75,Empate,3.3
15/16,15/16,13,Rennes,Bordéus,2,2,2.4,3.1,3.25,Empate,3.1
15/16,15/16,13,Saint-Étienne,Olympique de Marselha,0,2,2.45,3.25,3.0,Olympique de Marselha,3.0
15/16,15/16,14,Olympique de Lyon,Montpellier,2,4,1.53,4.2,6.5,Montpellier,6.5
15/16,15/16,14,Paris Saint-Germain,Troyes AC,4,1,1.08,10.0,34.0,Paris Saint-Germain,1.08
15/16,15/16,14,Angers,Lille,2,0,2.8,2.75,3.0,Angers,2.8
15/16,15/16,14,Gazelec Ajaccio,Lorient,1,1,2.6,3.2,2.8,Empate,3.2
15/16,15/16,14,Nantes,Bastia,0,0,1.91,3.2,4.75,Empate,3.2
15/16,15/16,14,Reims,Rennes,2,2,2.75,3.0,2.8,Empate,3.0
15/16,15/16,14,Toulouse FC,Nice,2,0,2.4,3.3,3.0,Toulouse FC,2.4
15/16,15/16,14,Saint-Étienne,EA Guingamp,3,0,2.0,3.2,4.2,Saint-Étienne,2.0
15/16,15/16,14,Bordéus,SM Caen,1,4,2.0,3.3,4.0,SM Caen,4.0
15/16,15/16,14,Olympique de Marselha,Mónaco,3,3,1.85,3.5,4.2,Empate,3.5
15/16,15/16,15,Angers,Paris Saint-Germain,0,0,9.0,4.5,1.4,Empate,4.5
15/16,15/16,15,Lorient,Nice,0,0,1.91,3.6,4.0,Empate,3.6
15/16,15/16,15,Nantes,Olympique de Lyon,0,0,3.2,3.2,2.38,Empate,3.2
15/16,15/16,15,Bastia,Bordéus,1,0,3.0,3.1,2.5,Bastia,3.0
15/16,15/16,15,EA Guingamp,Reims,1,2,1.91,3.3,4.5,Reims,4.5
15/16,15/16,15,Mónaco,SM Caen,1,1,1.8,3.5,4.75,Empate,3.5
15/16,15/16,15,Montpellier,Gazelec Ajaccio,0,2,1.67,3.5,6.0,Gazelec Ajaccio,6.0
15/16,15/16,15,Troyes AC,Toulouse FC,0,3,3.1,3.2,2.38,Toulouse FC,2.38
15/16,15/16,15,Lille,Saint-Étienne,1,0,2.45,3.1,3.1,Lille,2.45
15/16,15/16,15,Rennes,Olympique de Marselha,0,1,3.25,3.1,2.38,Olympique de Marselha,2.38
15/16,15/16,15,Nice,Paris Saint-Germain,0,3,7.0,4.33,1.44,Paris Saint-Germain,1.44
15/16,15/16,15,Olympique de Lyon,Angers,0,2,1.73,3.5,5.25,Angers,5.25
15/16,15/16,15,Bastia,Mónaco,1,2,3.8,3.3,2.0,Mónaco,2.0
15/16,15/16,15,Gazelec Ajaccio,Nantes,1,1,2.88,3.0,2.63,Empate,3.0
15/16,15/16,15,Reims,Troyes AC,1,1,1.62,3.8,5.5,Empate,3.8
15/16,15/16,15,SM Caen,Lille,1,2,2.3,3.1,3.4,Lille,3.4
15/16,15/16,15,Toulouse FC,Lorient,2,3,1.91,3.5,4.2,Lorient,4.2
15/16,15/16,15,Olympique de Marselha,Montpellier,2,2,1.7,3.75,5.25,Empate,3.75
15/16,15/16,15,Bordéus,EA Guingamp,1,0,1.91,3.25,4.5,Bordéus,1.91
15/16,15/16,15,Saint-Étienne,Rennes,1,1,2.05,3.2,4.0,Empate,3.2
15/16,15/16,16,Rennes,SM Caen,1,1,2.45,3.2,3.1,Empate,3.2
15/16,15/16,16,Reims,Nice,1,1,2.6,3.1,2.9,Empate,3.1
15/16,15/16,16,Lille,Lorient,3,0,1.73,3.5,5.0,Lille,1.73
15/16,15/16,16,Montpellier,EA Guingamp,2,1,1.91,3.3,4.2,Montpellier,1.91
15/16,15/16,16,Nantes,Toulouse FC,1,1,2.38,3.1,3.3,Empate,3.1
15/16,15/16,16,Troyes AC,Bastia,1,1,2.38,3.1,3.3,Empate,3.1
15/16,15/16,16,Mónaco,Saint-Étienne,1,0,2.1,3.25,3.8,Mónaco,2.1
15/16,15/16,16,Angers,Bordéus,1,1,2.5,3.0,3.2,Empate,3.0
15/16,15/16,16,Olympique de Marselha,Gazelec Ajaccio,1,1,1.45,4.5,7.0,Empate,4.5
15/16,15/16,16,Paris Saint-Germain,Olympique de Lyon,5,1,1.25,5.75,13.0,Paris Saint-Germain,1.25
15/16,15/16,17,Nice,Montpellier,1,0,2.38,3.1,3.25,Nice,2.38
15/16,15/16,17,SM Caen,Paris Saint-Germain,0,3,8.0,4.33,1.4,Paris Saint-Germain,1.4
15/16,15/16,17,Bastia,Reims,2,0,2.45,3.1,3.1,Bastia,2.45
15/16,15/16,17,EA Guingamp,Rennes,0,2,2.45,3.0,3.3,Rennes,3.3
15/16,15/16,17,Lorient,Nantes,0,0,2.2,3.1,3.75,Empate,3.1
15/16,15/16,17,Toulouse FC,Lille,1,1,2.55,3.1,2.9,Empate,3.1
15/16,15/16,17,Troyes AC,Mónaco,0,0,4.33,3.5,1.85,Empate,3.5
15/16,15/16,17,Saint-Étienne,Angers,1,0,2.0,3.2,4.2,Saint-Étienne,2.0
15/16,15/16,17,Gazelec Ajaccio,Olympique de Lyon,2,1,3.3,3.2,2.35,Gazelec Ajaccio,3.3
15/16,15/16,17,Bordéus,Olympique de Marselha,1,1,3.25,3.1,2.4,Empate,3.1
15/16,15/16,18,Paris Saint-Germain,Bastia,2,0,1.1,10.0,26.0,Paris Saint-Germain,1.1
15/16,15/16,18,Olympique de Lyon,Troyes AC,4,1,1.3,4.75,8.5,Olympique de Lyon,1.3
15/16,15/16,18,Angers,SM Caen,2,0,2.5,3.0,3.25,Angers,2.5
15/16,15/16,18,Mónaco,Gazelec Ajaccio,2,2,1.57,3.8,6.5,Empate,3.8
15/16,15/16,18,Montpellier,Bordéus,0,1,2.4,3.1,3.25,Bordéus,3.25
15/16,15/16,18,Reims,Toulouse FC,1,3,2.5,3.1,3.0,Toulouse FC,3.0
15/16,15/16,18,Rennes,Lorient,2,2,1.95,3.3,4.5,Empate,3.3
15/16,15/16,18,Nantes,Saint-Étienne,2,1,2.4,3.1,3.25,Nantes,2.4
15/16,15/16,18,Lille,Nice,1,1,2.0,3.25,4.2,Empate,3.25
15/16,15/16,18,Olympique de Marselha,EA Guingamp,0,0,1.65,3.8,5.5,Empate,3.8
15/16,15/16,19,Nice,Angers,2,1,2.0,3.1,4.2,Nice,2.0
15/16,15/16,19,Toulouse FC,Paris Saint-Germain,0,1,6.5,4.0,1.57,Paris Saint-Germain,1.57
15/16,15/16,19,Bastia,Montpellier,1,0,3.2,3.0,2.38,Bastia,3.2
15/16,15/16,19,Bordéus,Lille,1,0,2.2,3.0,3.8,Bordéus,2.2
15/16,15/16,19,EA Guingamp,Nantes,2,2,2.3,3.0,3.6,Empate,3.0
15/16,15/16,19,Gazelec Ajaccio,Reims,2,2,2.25,3.2,3.4,Empate,3.2
15/16,15/16,19,Troyes AC,Rennes,2,4,3.75,3.3,2.1,Rennes,2.1
15/16,15/16,19,Lorient,Mónaco,0,2,3.25,3.1,2.38,Mónaco,2.38
15/16,15/16,19,SM Caen,Olympique de Marselha,1,3,3.3,3.2,2.3,Olympique de Marselha,2.3
15/16,15/16,19,Saint-Étienne,Olympique de Lyon,1,0,2.8,3.1,2.7,Saint-Étienne,2.8
15/16,15/16,20,Rennes,Gazelec Ajaccio,1,0,1.91,3.3,4.5,Rennes,1.91
15/16,15/16,20,Paris Saint-Germain,Angers,5,1,1.2,6.5,17.0,Paris Saint-Germain,1.2
15/16,15/16,20,EA Guingamp,Bastia,1,0,1.75,3.3,5.75,EA Guingamp,1.75
15/16,15/16,20,Lille,Troyes AC,1,3,1.4,4.75,7.0,Troyes AC,7.0
15/16,15/16,20,Montpellier,SM Caen,1,2,1.95,3.2,4.33,SM Caen,4.33
15/16,15/16,20,Nantes,Bordéus,2,2,2.55,3.1,3.0,Empate,3.1
15/16,15/16,20,Nice,Lorient,2,1,1.91,3.4,4.2,Nice,1.91
15/16,15/16,20,Mónaco,Toulouse FC,4,0,1.91,3.4,4.5,Mónaco,1.91
15/16,15/16,20,Reims,Saint-Étienne,1,1,2.8,3.1,2.7,Empate,3.1
15/16,15/16,20,Olympique de Lyon,Olympique de Marselha,1,1,2.0,3.4,3.8,Empate,3.4
15/16,15/16,21,Olympique de Marselha,Lille,1,1,2.0,3.3,4.0,Empate,3.3
15/16,15/16,21,Angers,Mónaco,3,0,3.8,3.0,2.25,Angers,3.8
15/16,15/16,21,Bastia,Olympique de Lyon,1,0,5.25,3.75,1.7,Bastia,5.25
15/16,15/16,21,Gazelec Ajaccio,Montpellier,0,4,2.55,3.2,2.8,Montpellier,2.8
15/16,15/16,21,Lorient,Reims,2,0,2.0,3.4,3.9,Lorient,2.0
15/16,15/16,21,Toulouse FC,EA Guingamp,1,2,1.95,3.3,4.2,EA Guingamp,4.2
15/16,15/16,21,Troyes AC,Nantes,0,1,3.4,3.3,2.2,Nantes,2.2
15/16,15/16,21,SM Caen,Nice,2,0,2.4,3.2,3.1,SM Caen,2.4
15/16,15/16,21,Bordéus,Rennes,4,0,2.6,3.1,2.9,Bordéus,2.6
15/16,15/16,21,Saint-Étienne,Paris Saint-Germain,0,2,7.0,3.8,1.53,Paris Saint-Germain,1.53
15/16,15/16,22,Mónaco,Bastia,2,0,1.4,4.2,10.0,Mónaco,1.4
15/16,15/16,22,Montpellier,Olympique de Marselha,0,1,2.45,3.2,3.1,Olympique de Marselha,3.1
15/16,15/16,22,EA Guingamp,Troyes AC,4,0,1.5,4.2,7.0,EA Guingamp,1.5
15/16,15/16,22,Lille,SM Caen,1,0,1.7,3.6,5.5,Lille,1.7
15/16,15/16,22,Nantes,Gazelec Ajaccio,3,1,1.91,3.3,4.2,Nantes,1.91
15/16,15/16,22,Nice,Toulouse FC,1,0,2.63,3.1,2.8,Nice,2.63
15/16,15/16,22,Olympique de Lyon,Bordéus,3,0,1.65,3.75,6.0,Olympique de Lyon,1.65
15/16,15/16,22,Reims,Angers,2,1,2.15,3.2,3.75,Reims,2.15
15/16,15/16,22,Paris Saint-Germain,Lorient,3,1,1.2,6.0,17.0,Paris Saint-Germain,1.2
15/16,15/16,22,Rennes,Saint-Étienne,0,1,2.05,3.25,3.75,Saint-Étienne,3.75
15/16,15/16,22,Mónaco,Nice,1,0,1.91,3.5,4.33,Mónaco,1.91
15/16,15/16,22,Angers,Olympique de Lyon,0,3,3.5,3.1,2.2,Olympique de Lyon,2.2
15/16,15/16,22,Bastia,Troyes AC,2,0,1.8,3.6,4.5,Bastia,1.8
15/16,15/16,22,Gazelec Ajaccio,EA Guingamp,0,0,2.5,3.1,2.9,Empate,3.1
15/16,15/16,22,Lorient,Montpellier,1,1,2.38,3.2,3.2,Empate,3.2
15/16,15/16,22,SM Caen,Reims,0,2,2.1,3.25,3.6,Reims,3.6
15/16,15/16,22,Toulouse FC,Nantes,0,0,2.15,3.1,3.75,Empate,3.1
15/16,15/16,22,Lille,Rennes,1,1,1.91,3.2,4.75,Empate,3.2
15/16,15/16,22,Bordéus,Saint-Étienne,1,4,2.05,3.2,4.0,Saint-Étienne,4.0
15/16,15/16,22,Olympique de Marselha,Paris Saint-Germain,1,2,5.0,3.4,1.75,Paris Saint-Germain,1.75
15/16,15/16,23,Rennes,Angers,1,0,2.1,3.0,4.1,Rennes,2.1
15/16,15/16,23,Paris Saint-Germain,Lille,0,0,1.44,4.2,8.5,Empate,4.2
15/16,15/16,23,EA Guingamp,Bordéus,2,4,2.3,3.2,3.25,Bordéus,3.25
15/16,15/16,23,Gazelec Ajaccio,Troyes AC,2,3,1.6,3.75,6.5,Troyes AC,6.5
15/16,15/16,23,Montpellier,Toulouse FC,2,0,2.25,3.2,3.4,Montpellier,2.25
15/16,15/16,23,Nantes,Lorient,2,1,1.85,3.4,4.5,Nantes,1.85
15/16,15/16,23,Reims,Bastia,0,1,1.75,3.3,5.75,Bastia,5.75
15/16,15/16,23,Olympique de Lyon,SM Caen,4,1,1.5,4.2,7.0,Olympique de Lyon,1.5
15/16,15/16,23,Saint-Étienne,Mónaco,1,1,2.5,3.1,3.0,Empate,3.1
15/16,15/16,23,Nice,Olympique de Marselha,1,1,3.4,3.25,2.2,Empate,3.25
15/16,15/16,24,Bordéus,Nice,0,0,2.0,3.3,4.0,Empate,3.3
15/16,15/16,24,Paris Saint-Germain,Reims,4,1,1.18,7.0,17.0,Paris Saint-Germain,1.18
15/16,15/16,24,Angers,Montpellier,2,3,3.1,2.9,2.55,Montpellier,2.55
15/16,15/16,24,Lorient,EA Guingamp,4,3,2.05,3.2,4.0,Lorient,2.05
15/16,15/16,24,Mónaco,Troyes AC,3,1,1.33,5.0,9.5,Mónaco,1.33
15/16,15/16,24,Toulouse FC,Gazelec Ajaccio,1,1,1.8,3.4,5.0,Empate,3.4
15/16,15/16,24,Olympique de Marselha,Saint-Étienne,1,1,1.95,3.3,4.2,Empate,3.3
15/16,15/16,24,SM Caen,Rennes,1,0,2.7,3.1,2.8,SM Caen,2.7
15/16,15/16,24,Lille,Olympique de Lyon,1,0,2.5,3.1,3.0,Lille,2.5
15/16,15/16,25,Nice,Bastia,0,2,1.85,3.3,4.75,Bastia,4.75
15/16,15/16,25,Montpellier,Lille,3,0,2.5,3.0,3.2,Montpellier,2.5
15/16,15/16,25,EA Guingamp,Angers,2,2,2.15,3.1,3.8,Empate,3.1
15/16,15/16,25,Reims,Bordéus,4,1,2.45,3.2,2.9,Reims,2.45
15/16,15/16,25,Toulouse FC,Rennes,1,2,2.2,3.1,3.5,Rennes,3.5
15/16,15/16,25,Troyes AC,Lorient,0,1,3.0,3.3,2.3,Lorient,2.3
15/16,15/16,25,Nantes,Mónaco,0,0,2.45,3.0,3.25,Empate,3.0
15/16,15/16,25,Saint-Étienne,SM Caen,1,2,1.75,3.6,5.0,SM Caen,5.0
15/16,15/16,25,Olympique de Lyon,Paris Saint-Germain,2,1,4.8,3.7,1.75,Olympique de Lyon,4.8
15/16,15/16,26,SM Caen,Mónaco,2,2,3.1,3.1,2.5,Empate,3.1
15/16,15/16,26,Paris Saint-Germain,Montpellier,0,0,1.5,4.0,7.5,Empate,4.0
15/16,15/16,26,Angers,Saint-Étienne,0,0,3.4,3.0,2.38,Empate,3.0
15/16,15/16,26,Bastia,Lorient,0,0,2.5,3.0,3.2,Empate,3.0
15/16,15/16,26,Bordéus,Gazelec Ajaccio,1,1,1.62,3.8,6.0,Empate,3.8
15/16,15/16,26,Lille,Reims,2,0,1.85,3.3,4.75,Lille,1.85
15/16,15/16,26,Nice,Troyes AC,2,1,1.45,4.5,7.5,Nice,1.45
15/16,15/16,26,Olympique de Marselha,Toulouse FC,1,1,1.7,3.6,5.5,Empate,3.6
15/16,15/16,26,Rennes,Nantes,4,1,2.6,3.0,3.0,Rennes,2.6
15/16,15/16,26,Olympique de Lyon,EA Guingamp,5,1,1.5,4.2,6.5,Olympique de Lyon,1.5
15/16,15/16,27,Bastia,Nantes,0,0,3.1,2.9,2.55,Empate,2.9
15/16,15/16,27,Gazelec Ajaccio,Olympique de Marselha,1,1,3.75,3.3,2.05,Empate,3.3
15/16,15/16,27,Mónaco,Reims,2,2,1.62,3.75,6.0,Empate,3.75
15/16,15/16,27,Lorient,Olympique de Marselha,1,1,3.1,3.3,2.3,Empate,3.3
15/16,15/16,27,Bastia,Lille,1,2,3.6,2.9,2.25,Lille,2.25
15/16,15/16,27,EA Guingamp,Saint-Étienne,2,0,2.8,3.0,2.75,EA Guingamp,2.8
15/16,15/16,27,Gazelec Ajaccio,SM Caen,1,0,2.38,3.2,3.25,Gazelec Ajaccio,2.38
15/16,15/16,27,Montpellier,Nice,0,2,2.0,3.3,4.0,Nice,4.0
15/16,15/16,27,Toulouse FC,Bordéus,4,0,2.0,3.2,4.0,Toulouse FC,2.0
15/16,15/16,27,Troyes AC,Paris Saint-Germain,0,9,15.0,6.5,1.2,Paris Saint-Germain,1.2
15/16,15/16,27,Nantes,Angers,2,0,1.95,3.1,4.33,Nantes,1.95
15/16,15/16,27,Rennes,Olympique de Lyon,2,2,3.25,3.25,2.3,Empate,3.25
15/16,15/16,28,Olympique de Marselha,Rennes,2,5,1.85,3.5,4.33,Rennes,4.33
15/16,15/16,28,Saint-Étienne,Montpellier,3,0,2.1,3.25,3.75,Saint-Étienne,2.1
