temporada,temporada_dropdown,semana,time_casa,time_fora,gols_casa,gols_fora,odd_casa,odd_empate,odd_fora,vencedor,odd_vencedora
15/16,15/16,5,Anderlecht,Lokeren,1,0,1.53,4.2,5.75,Anderlecht,1.53
15/16,15/16,5,Standard Liege,KV Oostende,1,2,1.73,3.75,4.5,KV Oostende,4.5
15/16,15/16,5,KV Kortrijk,Gent,0,0,3.4,3.5,2.05,Empate,3.5
15/16,15/16,8,Genk,KV Mechelen,3,1,1.83,3.6,4.2,Genk,1.83
15/16,15/16,8,KV Oostende,KV Kortrijk,1,0,1.91,3.5,4.0,,
15/16,15/16,8,KVC Westerlo,Sint Truiden,0,3,2.45,3.1,3.0,,
15/16,15/16,8,Oud-Heverlee Leuven,SV Zulte Waregem,2,3,2.63,3.3,2.6,SV Zulte Waregem,2.6
15/16,15/16,8,Lokeren,Royal Mouscron,1,2,1.5,4.1,6.5,Royal Mouscron,6.5
15/16,15/16,8,Gent,Standard Liege,4,1,1.7,3.75,4.75,Gent,1.7
15/16,15/16,8,Royal Charleroi SC,Anderlecht,1,1,3.7,3.5,1.95,Empate,3.5
15/16,15/16,8,Clube Brugge,Red Star Waasland,5,1,1.22,5.75,13.0,Clube Brugge,1.22
15/16,15/16,9,SV Zulte Waregem,KVC Westerlo,4,2,1.44,4.2,7.5,SV Zulte Waregem,1.44
15/16,15/16,9,Red Star Waasland,Gent,1,3,5.25,4.2,1.57,Gent,1.57
15/16,15/16,9,KV Mechelen,Royal Charleroi SC,0,1,2.2,3.4,3.2,Royal Charleroi SC,3.2
15/16,15/16,9,Royal Mouscron,KV Oostende,2,2,3.1,3.4,2.25,Empate,3.4
15/16,15/16,9,Standard Liege,Oud-Heverlee Leuven,2,2,1.57,4.2,5.25,Empate,4.2
15/16,15/16,9,Lokeren,Clube Brugge,0,1,3.75,3.4,2.0,Clube Brugge,2.0
15/16,15/16,9,Anderlecht,Sint Truiden,1,0,1.29,5.5,10.0,Anderlecht,1.29
15/16,15/16,9,KV Kortrijk,Genk,1,0,3.1,3.3,2.3,KV Kortrijk,3.1
15/16,15/16,10,KV Oostende,Lokeren,2,0,1.85,3.5,4.2,KV Oostende,1.85
15/16,15/16,10,Royal Charleroi SC,SV Zulte Waregem,3,0,2.0,3.5,3.6,,
15/16,15/16,10,KVC Westerlo,KV Kortrijk,1,1,3.1,3.3,2.3,Empate,3.3
15/16,15/16,10,Oud-Heverlee Leuven,Royal Mouscron,1,1,1.95,3.6,3.6,Empate,3.6
15/16,15/16,10,Sint Truiden,Red Star Waasland,1,3,1.75,3.75,4.5,Red Star Waasland,4.5
15/16,15/16,10,Gent,Clube Brugge,4,1,2.1,3.5,3.25,Gent,2.1
15/16,15/16,10,Genk,Standard Liege,3,1,2.1,3.5,3.3,Genk,2.1
15/16,15/16,10,Anderlecht,KV Mechelen,1,1,1.44,4.75,6.0,,
15/16,15/16,11,Royal Mouscron,Gent,1,2,5.0,3.6,1.7,Gent,1.7
15/16,15/16,11,Standard Liege,KVC Westerlo,1,2,1.4,4.5,8.0,KVC Westerlo,8.0
15/16,15/16,11,Lokeren,Oud-Heverlee Leuven,1,2,1.8,3.5,4.5,Oud-Heverlee Leuven,4.5
15/16,15/16,11,Red Star Waasland,Genk,0,1,3.25,3.6,2.1,Genk,2.1
15/16,15/16,11,KV Mechelen,Sint Truiden,3,0,1.75,3.6,4.6,KV Mechelen,1.75
15/16,15/16,11,Clube Brugge,KV Oostende,1,0,1.53,3.8,6.5,Clube Brugge,1.53
15/16,15/16,11,SV Zulte Waregem,Anderlecht,0,4,4.5,3.3,1.85,Anderlecht,1.85
15/16,15/16,11,KV Kortrijk,Royal Charleroi SC,2,0,2.3,3.4,3.0,KV Kortrijk,2.3
15/16,15/16,12,Genk,Royal Mouscron,0,4,1.44,4.5,6.5,Royal Mouscron,6.5
15/16,15/16,12,KV Mechelen,SV Zulte Waregem,3,4,1.85,3.6,4.0,SV Zulte Waregem,4.0
15/16,15/16,12,KVC Westerlo,Lokeren,1,2,2.88,3.5,2.3,Lokeren,2.3
15/16,15/16,12,Oud-Heverlee Leuven,Red Star Waasland,0,2,1.8,3.75,4.2,Red Star Waasland,4.2
15/16,15/16,12,Gent,KV Oostende,2,2,1.4,4.5,8.0,Empate,4.5
15/16,15/16,12,Anderlecht,Clube Brugge,3,1,1.83,3.6,4.2,Anderlecht,1.83
15/16,15/16,12,Royal Charleroi SC,Standard Liege,2,3,2.5,3.4,2.7,Standard Liege,2.7
15/16,15/16,12,Sint Truiden,KV Kortrijk,2,1,2.38,3.5,2.8,Sint Truiden,2.38
15/16,15/16,13,KV Oostende,Genk,3,2,2.38,3.4,2.88,KV Oostende,2.38
15/16,15/16,13,Lokeren,Gent,1,2,4.0,3.4,1.91,Gent,1.91
15/16,15/16,13,Royal Mouscron,KVC Westerlo,2,2,1.75,3.75,4.5,Empate,3.75
15/16,15/16,13,Clube Brugge,Oud-Heverlee Leuven,2,0,1.3,5.5,9.0,Clube Brugge,1.3
15/16,15/16,13,Red Star Waasland,Royal Charleroi SC,0,1,2.9,3.3,2.38,Royal Charleroi SC,2.38
15/16,15/16,13,Standard Liege,KV Mechelen,2,1,1.73,3.8,4.5,Standard Liege,1.73
15/16,15/16,13,SV Zulte Waregem,Sint Truiden,4,0,1.85,3.75,3.8,SV Zulte Waregem,1.85
15/16,15/16,13,KV Kortrijk,Anderlecht,1,1,4.75,3.6,1.73,Empate,3.6
15/16,15/16,13,Genk,Lokeren,0,2,1.75,3.4,5.0,Lokeren,5.0
15/16,15/16,13,Oud-Heverlee Leuven,Gent,0,2,6.0,3.4,1.65,Gent,1.65
15/16,15/16,13,KV Mechelen,Red Star Waasland,2,0,1.57,3.8,6.0,KV Mechelen,1.57
15/16,15/16,13,Royal Charleroi SC,KV Oostende,1,1,2.1,3.5,3.3,Empate,3.5
15/16,15/16,13,KVC Westerlo,Clube Brugge,0,2,5.5,4.0,1.57,Clube Brugge,1.57
15/16,15/16,13,Sint Truiden,Standard Liege,1,0,3.4,3.5,2.05,Sint Truiden,3.4
15/16,15/16,13,Anderlecht,Royal Mouscron,2,0,1.18,6.5,15.0,Anderlecht,1.18
15/16,15/16,13,SV Zulte Waregem,KV Kortrijk,2,2,2.0,3.3,3.8,Empate,3.3
15/16,15/16,14,Royal Mouscron,SV Zulte Waregem,2,2,2.75,3.4,2.45,Empate,3.4
15/16,15/16,14,KV Oostende,Oud-Heverlee Leuven,3,0,1.57,4.0,5.75,KV Oostende,1.57
15/16,15/16,14,Lokeren,Sint Truiden,1,1,1.7,3.6,4.75,Empate,3.6
15/16,15/16,14,Red Star Waasland,KVC Westerlo,2,2,2.0,3.6,3.6,Empate,3.6
15/16,15/16,14,KV Kortrijk,KV Mechelen,1,0,2.05,3.4,3.5,KV Kortrijk,2.05
15/16,15/16,14,Standard Liege,Anderlecht,1,0,3.2,3.4,2.2,Standard Liege,3.2
15/16,15/16,14,Clube Brugge,Genk,1,0,1.5,4.33,6.0,Clube Brugge,1.5
15/16,15/16,14,Gent,Royal Charleroi SC,1,3,1.5,4.33,6.0,Royal Charleroi SC,6.0
15/16,15/16,15,Gent,KVC Westerlo,5,0,1.25,5.75,11.0,Gent,1.25
15/16,15/16,15,Clube Brugge,SV Zulte Waregem,3,0,1.36,5.0,7.5,Clube Brugge,1.36
15/16,15/16,15,Oud-Heverlee Leuven,Genk,1,3,3.4,3.4,2.1,Genk,2.1
15/16,15/16,15,Red Star Waasland,Sint Truiden,2,1,2.25,3.5,3.0,Red Star Waasland,2.25
15/16,15/16,15,Standard Liege,KV Kortrijk,1,1,1.8,3.6,4.5,Empate,3.6
15/16,15/16,15,KV Mechelen,KV Oostende,2,1,2.05,3.5,3.4,KV Mechelen,2.05
15/16,15/16,16,SV Zulte Waregem,Standard Liege,2,3,2.38,3.4,2.88,Standard Liege,2.88
15/16,15/16,16,Genk,Gent,0,1,2.9,3.5,2.3,Gent,2.3
15/16,15/16,16,KV Kortrijk,Red Star Waasland,3,1,1.67,3.75,5.0,KV Kortrijk,1.67
15/16,15/16,16,Royal Charleroi SC,Lokeren,1,2,1.95,3.25,4.2,Lokeren,4.2
15/16,15/16,16,Sint Truiden,Royal Mouscron,0,1,2.0,3.5,3.6,Royal Mouscron,3.6
15/16,15/16,16,Anderlecht,Oud-Heverlee Leuven,3,2,1.22,6.5,11.0,Anderlecht,1.22
15/16,15/16,16,KV Mechelen,Clube Brugge,1,4,3.8,3.6,1.91,Clube Brugge,1.91
15/16,15/16,16,KVC Westerlo,KV Oostende,0,1,3.4,3.6,2.05,KV Oostende,2.05
15/16,15/16,17,Gent,SV Zulte Waregem,2,2,1.5,4.5,5.5,Empate,4.5
15/16,15/16,17,KV Oostende,Sint Truiden,1,2,1.53,4.2,5.75,Sint Truiden,5.75
15/16,15/16,17,Oud-Heverlee Leuven,KVC Westerlo,5,1,1.91,3.6,3.8,Oud-Heverlee Leuven,1.91
15/16,15/16,17,Royal Mouscron,KV Mechelen,2,3,2.8,3.4,2.4,KV Mechelen,2.4
15/16,15/16,17,Red Star Waasland,Standard Liege,0,0,4.2,3.3,1.91,Empate,3.3
15/16,15/16,17,Clube Brugge,Royal Charleroi SC,2,1,1.36,4.75,8.0,Clube Brugge,1.36
15/16,15/16,17,Genk,Anderlecht,0,0,3.4,3.4,2.1,Empate,3.4
15/16,15/16,17,Lokeren,KV Kortrijk,3,1,2.3,3.6,2.8,Lokeren,2.3
15/16,15/16,18,KVC Westerlo,Genk,0,0,4.2,4.0,1.75,Empate,4.0
15/16,15/16,18,Royal Charleroi SC,Oud-Heverlee Leuven,2,1,1.8,3.75,4.2,Royal Charleroi SC,1.8
15/16,15/16,18,KV Mechelen,Lokeren,1,1,2.0,3.3,3.8,Empate,3.3
15/16,15/16,18,SV Zulte Waregem,Red Star Waasland,2,1,1.57,4.0,5.5,SV Zulte Waregem,1.57
15/16,15/16,18,KV Kortrijk,Royal Mouscron,1,3,1.7,3.8,4.75,Royal Mouscron,4.75
15/16,15/16,18,Standard Liege,Clube Brugge,2,0,3.2,3.4,2.2,Standard Liege,3.2
15/16,15/16,18,Sint Truiden,Gent,0,2,5.0,3.6,1.7,Gent,1.7
15/16,15/16,18,Anderlecht,KV Oostende,1,1,1.44,4.33,7.0,Empate,4.33
15/16,15/16,19,Lokeren,SV Zulte Waregem,1,1,2.1,3.6,3.2,Empate,3.6
15/16,15/16,19,Genk,Sint Truiden,3,0,1.57,4.0,5.5,Genk,1.57
15/16,15/16,19,KVC Westerlo,Royal Charleroi SC,2,1,3.5,3.4,2.05,KVC Westerlo,3.5
15/16,15/16,19,Royal Mouscron,Red Star Waasland,0,1,1.95,3.6,3.8,Red Star Waasland,3.8
15/16,15/16,19,Oud-Heverlee Leuven,KV Mechelen,3,1,2.6,3.4,2.6,Oud-Heverlee Leuven,2.6
15/16,15/16,19,Clube Brugge,Anderlecht,1,4,2.0,3.75,3.4,Anderlecht,3.4
15/16,15/16,19,KV Oostende,Standard Liege,4,1,2.45,3.4,2.75,KV Oostende,2.45
15/16,15/16,19,Gent,KV Kortrijk,3,0,1.36,4.75,8.5,Gent,1.36
15/16,15/16,20,Royal Mouscron,Royal Charleroi SC,0,1,3.0,3.25,2.38,Royal Charleroi SC,2.38
15/16,15/16,20,Lokeren,Anderlecht,1,1,5.0,4.0,1.62,Empate,4.0
15/16,15/16,20,KV Kortrijk,Clube Brugge,1,4,4.33,4.0,1.73,Clube Brugge,1.73
15/16,15/16,20,Royal Charleroi SC,Genk,1,0,2.6,3.4,2.6,Royal Charleroi SC,2.6
15/16,15/16,20,KV Mechelen,Gent,2,0,4.2,3.75,1.8,KV Mechelen,4.2
15/16,15/16,20,Red Star Waasland,Lokeren,2,3,3.25,3.4,2.1,Lokeren,2.1
15/16,15/16,20,Sint Truiden,Oud-Heverlee Leuven,2,2,2.7,3.5,2.45,Empate,3.5
15/16,15/16,20,Standard Liege,Royal Mouscron,3,0,1.4,4.5,8.0,Standard Liege,1.4
15/16,15/16,20,Anderlecht,KVC Westerlo,2,1,1.18,6.5,15.0,Anderlecht,1.18
15/16,15/16,20,SV Zulte Waregem,KV Oostende,1,0,2.38,3.5,2.8,SV Zulte Waregem,2.38
15/16,15/16,21,Genk,SV Zulte Waregem,2,1,1.7,3.7,4.75,Genk,1.7
15/16,15/16,21,Clube Brugge,Royal Mouscron,3,0,1.22,6.5,11.0,Clube Brugge,1.22
15/16,15/16,21,KVC Westerlo,KV Mechelen,3,2,2.8,3.4,2.4,KVC Westerlo,2.8
15/16,15/16,21,Oud-Heverlee Leuven,KV Kortrijk,1,0,2.25,3.4,3.1,Oud-Heverlee Leuven,2.25
15/16,15/16,21,Royal Charleroi SC,Sint Truiden,0,0,1.53,4.0,6.0,Empate,4.0
15/16,15/16,21,Gent,Anderlecht,2,0,2.1,3.5,3.3,Gent,2.1
15/16,15/16,21,Lokeren,Standard Liege,0,2,2.38,3.25,3.0,Standard Liege,3.0
15/16,15/16,21,KV Oostende,Red Star Waasland,3,3,1.5,4.33,5.75,Empate,4.33
15/16,15/16,22,KV Kortrijk,KV Oostende,2,1,2.38,3.25,3.0,KV Kortrijk,2.38
15/16,15/16,22,KV Mechelen,Genk,1,1,2.9,3.25,2.4,Empate,3.25
15/16,15/16,22,Sint Truiden,KVC Westerlo,1,2,2.2,3.3,3.3,KVC Westerlo,3.3
15/16,15/16,22,SV Zulte Waregem,Oud-Heverlee Leuven,2,2,1.8,3.6,4.33,Empate,3.6
15/16,15/16,22,Royal Mouscron,Lokeren,1,1,2.38,3.1,3.1,Empate,3.1
15/16,15/16,22,Anderlecht,Royal Charleroi SC,2,1,1.5,4.0,7.0,Anderlecht,1.5
15/16,15/16,22,Standard Liege,Gent,0,3,2.45,3.4,2.75,Gent,2.75
15/16,15/16,22,Red Star Waasland,Clube Brugge,1,2,6.5,4.5,1.45,Clube Brugge,1.45
15/16,15/16,23,Sint Truiden,Anderlecht,1,2,7.5,3.75,1.5,Anderlecht,1.5
15/16,15/16,23,Oud-Heverlee Leuven,Standard Liege,0,2,3.4,3.75,2.0,Standard Liege,2.0
15/16,15/16,23,KVC Westerlo,SV Zulte Waregem,1,2,2.38,3.4,2.88,SV Zulte Waregem,2.88
15/16,15/16,23,Royal Charleroi SC,KV Mechelen,3,2,1.62,3.75,5.5,Royal Charleroi SC,1.62
15/16,15/16,23,Genk,KV Kortrijk,1,0,1.73,3.75,4.75,Genk,1.73
15/16,15/16,23,KV Oostende,Royal Mouscron,3,3,1.8,3.6,4.2,Empate,3.6
15/16,15/16,23,Clube Brugge,Lokeren,2,1,1.33,5.0,9.0,Clube Brugge,1.33
15/16,15/16,23,Gent,Red Star Waasland,2,1,1.2,7.0,11.0,Gent,1.2
15/16,15/16,24,KV Mechelen,Anderlecht,2,2,3.5,3.6,2.0,Empate,3.6
15/16,15/16,24,Royal Mouscron,Genk,0,1,2.75,3.3,2.5,Genk,2.5
15/16,15/16,24,KV Kortrijk,KVC Westerlo,1,1,1.83,3.75,4.0,Empate,3.75
15/16,15/16,24,Red Star Waasland,Oud-Heverlee Leuven,2,2,2.5,3.5,2.63,Empate,3.5
15/16,15/16,24,SV Zulte Waregem,Royal Charleroi SC,2,3,2.5,3.3,2.75,Royal Charleroi SC,2.75
15/16,15/16,24,Clube Brugge,Gent,1,0,2.4,3.3,2.9,Clube Brugge,2.4
15/16,15/16,24,Standard Liege,Sint Truiden,1,2,1.3,5.0,9.5,Sint Truiden,9.5
15/16,15/16,24,Lokeren,KV Oostende,0,1,2.55,3.3,2.7,KV Oostende,2.7
15/16,15/16,25,Gent,Royal Mouscron,2,0,1.36,4.75,8.0,Gent,1.36
15/16,15/16,25,Royal Charleroi SC,KV Kortrijk,1,1,1.8,3.4,4.75,Empate,3.4
15/16,15/16,25,Anderlecht,SV Zulte Waregem,3,0,1.5,4.33,5.5,Anderlecht,1.5
15/16,15/16,25,Oud-Heverlee Leuven,Lokeren,3,3,2.15,3.3,3.4,Empate,3.3
15/16,15/16,25,Genk,Red Star Waasland,6,1,1.44,4.33,7.0,Genk,1.44
15/16,15/16,25,KV Oostende,Clube Brugge,0,2,3.75,3.5,1.95,Clube Brugge,1.95
15/16,15/16,25,KVC Westerlo,Standard Liege,2,0,4.2,3.75,1.8,KVC Westerlo,4.2
15/16,15/16,25,Sint Truiden,KV Mechelen,0,3,2.4,3.4,2.8,KV Mechelen,2.8
15/16,15/16,26,Clube Brugge,KVC Westerlo,6,0,1.17,7.0,15.0,Clube Brugge,1.17
15/16,15/16,26,Standard Liege,Royal Charleroi SC,3,0,1.75,3.75,4.5,Standard Liege,1.75
15/16,15/16,26,KV Kortrijk,Sint Truiden,3,0,1.73,3.75,4.5,KV Kortrijk,1.73
15/16,15/16,26,Royal Mouscron,Oud-Heverlee Leuven,3,1,2.4,3.5,2.75,Royal Mouscron,2.4
15/16,15/16,26,Lokeren,Genk,0,0,3.25,3.3,2.2,Empate,3.3
15/16,15/16,26,KV Oostende,Gent,5,2,3.6,3.5,2.0,KV Oostende,3.6
15/16,15/16,26,Red Star Waasland,Anderlecht,1,0,5.75,4.2,1.53,Red Star Waasland,5.75
15/16,15/16,26,SV Zulte Waregem,KV Mechelen,2,3,1.8,3.6,4.33,KV Mechelen,4.33
15/16,15/16,27,Gent,Lokeren,3,1,1.4,4.4,8.0,Gent,1.4
15/16,15/16,27,Oud-Heverlee Leuven,KV Oostende,4,1,2.2,3.3,3.2,Oud-Heverlee Leuven,2.2
15/16,15/16,27,KV Mechelen,KV Kortrijk,0,2,2.05,3.5,3.25,KV Kortrijk,3.25
15/16,15/16,27,KVC Westerlo,Royal Mouscron,2,2,2.4,3.5,2.75,Empate,3.5
15/16,15/16,27,Sint Truiden,SV Zulte Waregem,1,2,3.0,3.4,2.3,SV Zulte Waregem,2.3
15/16,15/16,27,Genk,Clube Brugge,3,2,2.5,3.4,2.7,Genk,2.5
15/16,15/16,27,Anderlecht,Standard Liege,3,3,1.91,3.6,3.8,Empate,3.6
15/16,15/16,27,Royal Charleroi SC,Red Star Waasland,2,3,1.57,3.8,6.0,Red Star Waasland,6.0
15/16,15/16,28,Gent,Oud-Heverlee Leuven,1,1,1.45,4.2,7.0,Empate,4.2
15/16,15/16,28,Clube Brugge,Sint Truiden,3,0,1.29,5.75,9.5,Clube Brugge,1.29
15/16,15/16,28,KV Kortrijk,SV Zulte Waregem,1,0,2.1,3.3,3.5,KV Kortrijk,2.1
15/16,15/16,28,KV Oostende,Royal Charleroi SC,2,1,2.7,3.4,2.5,KV Oostende,2.7
15/16,15/16,28,Lokeren,KVC Westerlo,2,1,1.8,3.6,4.2,Lokeren,1.8
15/16,15/16,28,Red Star Waasland,KV Mechelen,0,0,2.38,3.6,2.75,Empate,3.6
15/16,15/16,28,Royal Mouscron,Anderlecht,2,1,3.4,3.75,2.0,Royal Mouscron,3.4
15/16,15/16,28,Standard Liege,Genk,2,1,1.95,3.5,3.75,Standard Liege,1.95
15/16,15/16,29,Anderlecht,KV Kortrijk,3,0,1.57,4.0,5.5,Anderlecht,1.57
15/16,15/16,29,Genk,KV Oostende,4,1,1.62,4.0,5.0,Genk,1.62
15/16,15/16,29,KV Mechelen,Standard Liege,4,0,4.33,3.8,1.75,KV Mechelen,4.33
15/16,15/16,29,KVC Westerlo,Red Star Waasland,1,0,1.83,3.6,4.2,KVC Westerlo,1.83
15/16,15/16,29,Oud-Heverlee Leuven,Clube Brugge,0,1,3.8,3.2,2.05,Clube Brugge,2.05
15/16,15/16,29,Royal Charleroi SC,Gent,1,1,3.5,3.4,2.05,Empate,3.4
15/16,15/16,29,Sint Truiden,Lokeren,1,1,2.05,3.4,3.5,Empate,3.4
15/16,15/16,29,SV Zulte Waregem,Royal Mouscron,3,0,1.62,4.0,5.0,SV Zulte Waregem,1.62
15/16,15/16,37,KV Oostende,Genk,2,1,3.2,3.3,2.25,KV Oostende,3.2
15/16,15/16,37,Clube Brugge,Anderlecht,4,0,1.65,3.8,5.0,Clube Brugge,1.65
15/16,15/16,37,SV Zulte Waregem,Gent,4,2,4.33,3.6,1.8,SV Zulte Waregem,4.33
15/16,15/16,38,Genk,Anderlecht,5,2,1.7,3.8,4.75,Genk,1.7
15/16,15/16,38,KV Oostende,Gent,0,1,3.0,3.6,2.2,Gent,2.2
15/16,15/16,38,SV Zulte Waregem,Clube Brugge,0,2,2.9,3.75,2.2,Clube Brugge,2.2
15/16,15/16,38,Anderlecht,SV Zulte Waregem,2,0,1.25,5.75,10.5,Anderlecht,1.25
15/16,15/16,38,Clube Brugge,KV Oostende,2,2,1.2,6.5,13.0,Empate,6.5
15/16,15/16,38,Gent,Genk,0,0,1.83,3.75,4.0,Empate,3.75
15/16,15/16,39,Royal Charleroi SC,Genk,2,0,2.2,3.4,3.2,Royal Charleroi SC,2.2
15/16,15/16,39,Genk,Royal Charleroi SC,5,1,1.91,3.4,4.0,Genk,1.91
16/17,16/17,1,KV Oostende,Clube Brugge,1,0,4.0,3.6,1.85,KV Oostende,4.0
16/17,16/17,1,Royal Mouscron,Royal Charleroi SC,0,1,2.45,3.3,2.8,Royal Charleroi SC,2.8
16/17,16/17,1,Eupen,KV Mechelen,0,2,2.38,3.4,2.9,KV Mechelen,2.9
16/17,16/17,1,Red Star Waasland,SV Zulte Waregem,0,2,2.88,3.3,2.38,SV Zulte Waregem,2.38
16/17,16/17,1,Standard Liege,Sint Truiden,2,0,1.57,3.8,6.0,Standard Liege,1.57
16/17,16/17,1,Lokeren,KVC Westerlo,3,0,1.73,3.6,4.75,Lokeren,1.73
16/17,16/17,1,Anderlecht,KV Kortrijk,5,1,1.5,4.33,6.0,Anderlecht,1.5
16/17,16/17,1,Gent,Genk,1,0,1.62,3.75,5.5,Gent,1.62
16/17,16/17,2,Sint Truiden,Anderlecht,0,0,4.33,3.75,1.75,Empate,3.75
16/17,16/17,2,Royal Charleroi SC,Gent,1,1,3.3,3.4,2.15,Empate,3.4
16/17,16/17,2,KV Mechelen,KV Kortrijk,0,0,2.1,3.5,3.3,Empate,3.5
16/17,16/17,2,KVC Westerlo,Eupen,1,2,2.3,3.4,3.0,Eupen,3.0
16/17,16/17,2,Genk,Red Star Waasland,2,2,1.45,4.5,6.0,Empate,4.5
16/17,16/17,2,SV Zulte Waregem,Standard Liege,1,0,2.45,3.6,2.63,SV Zulte Waregem,2.45
16/17,16/17,2,Clube Brugge,Lokeren,1,0,1.3,5.0,10.0,Clube Brugge,1.3
16/17,16/17,2,KV Oostende,Royal Mouscron,2,1,1.57,4.0,5.5,KV Oostende,1.57
16/17,16/17,3,Standard Liege,Royal Charleroi SC,0,0,1.85,3.6,3.8,Empate,3.6
16/17,16/17,3,KV Kortrijk,Clube Brugge,2,1,4.5,3.75,1.75,KV Kortrijk,4.5
16/17,16/17,3,Red Star Waasland,KV Mechelen,2,2,2.4,3.4,2.8,Empate,3.4
16/17,16/17,3,Royal Mouscron,Sint Truiden,2,1,2.2,3.2,3.4,Royal Mouscron,2.2
16/17,16/17,3,SV Zulte Waregem,KV Oostende,1,1,2.38,3.4,2.88,Empate,3.4
16/17,16/17,3,Eupen,Anderlecht,2,2,4.33,3.6,1.8,Empate,3.6
16/17,16/17,3,Lokeren,Genk,0,3,2.3,3.4,3.0,Genk,3.0
16/17,16/17,3,Gent,KVC Westerlo,4,2,1.25,5.5,12.0,Gent,1.25
16/17,16/17,4,Royal Charleroi SC,Eupen,3,2,1.73,3.4,5.25,Royal Charleroi SC,1.73
16/17,16/17,4,Lokeren,Royal Mouscron,2,1,2.0,3.5,3.6,Lokeren,2.0
16/17,16/17,4,KVC Westerlo,KV Mechelen,1,2,2.8,3.4,2.4,KV Mechelen,2.4
