temporada,temporada_dropdown,semana,time_casa,time_fora,gols_casa,gols_fora,odd_casa,odd_empate,odd_fora,vencedor,odd_vencedora
15/16,15/16,8,Ajax,PSV,1,2,2.0,3.6,3.5,PSV,3.5
15/16,15/16,8,Vitesse,Groningen,5,0,1.53,4.33,5.5,Vitesse,1.53
15/16,15/16,8,AZ Alkmaar,Twente,3,1,2.05,3.6,3.3,AZ Alkmaar,2.05
15/16,15/16,9,Groningen,Willem II,2,1,1.8,3.5,4.5,Groningen,1.8
15/16,15/16,9,SC Cambuur,AZ Alkmaar,1,1,3.0,3.5,2.25,Empate,3.5
15/16,15/16,9,Heracles,Ajax,0,2,4.0,3.75,1.83,Ajax,1.83
15/16,15/16,9,Utrecht,Roda JC,1,1,1.6,4.0,5.25,Empate,4.0
15/16,15/16,9,Twente,NEC Nijmegen,1,0,1.95,3.6,3.6,Twente,1.95
15/16,15/16,9,Den Haag,De Graafschap,1,1,1.55,4.2,5.5,Empate,4.2
15/16,15/16,9,Heerenveen,Feyenoord,2,5,4.2,3.5,1.85,Feyenoord,1.85
15/16,15/16,9,Zwolle,Vitesse,1,5,2.9,3.5,2.3,Vitesse,2.3
15/16,15/16,10,Zwolle,Utrecht,1,2,2.3,3.5,2.88,Utrecht,2.88
15/16,15/16,10,Willem II,Heerenveen,2,2,2.2,3.4,3.2,Empate,3.4
15/16,15/16,10,De Graafschap,Heracles,0,1,3.0,3.6,2.2,Heracles,2.2
15/16,15/16,10,Twente,PSV,1,3,4.2,4.0,1.73,PSV,1.73
15/16,15/16,10,Roda JC,S.B.V. Excelsior,1,2,1.67,4.1,4.0,S.B.V. Excelsior,4.0
15/16,15/16,10,SC Cambuur,Den Haag,1,1,2.3,3.4,3.0,Empate,3.4
15/16,15/16,10,NEC Nijmegen,Groningen,1,1,2.2,3.4,3.2,Empate,3.4
15/16,15/16,10,Vitesse,Ajax,1,3,2.38,3.4,2.8,Ajax,2.8
15/16,15/16,10,Feyenoord,AZ Alkmaar,3,1,1.45,4.33,6.5,Feyenoord,1.45
15/16,15/16,11,Heracles,Willem II,2,1,1.95,3.6,3.6,Heracles,1.95
15/16,15/16,11,Groningen,Zwolle,2,0,1.91,3.6,3.75,Groningen,1.91
15/16,15/16,11,Ajax,Roda JC,6,0,1.22,6.5,11.0,Ajax,1.22
15/16,15/16,11,S.B.V. Excelsior,Vitesse,0,3,4.75,3.6,1.73,Vitesse,1.73
15/16,15/16,11,De Graafschap,PSV,3,6,9.0,5.5,1.3,PSV,1.3
15/16,15/16,11,Den Haag,Feyenoord,1,0,4.75,3.5,1.75,Den Haag,4.75
15/16,15/16,11,Heerenveen,SC Cambuur,2,0,1.7,3.6,5.0,Heerenveen,1.7
15/16,15/16,11,Utrecht,Twente,4,2,2.0,3.5,3.6,Utrecht,2.0
15/16,15/16,11,AZ Alkmaar,NEC Nijmegen,2,4,1.75,3.75,4.33,NEC Nijmegen,4.33
15/16,15/16,12,Roda JC,Den Haag,1,1,2.5,3.4,2.7,Empate,3.4
15/16,15/16,12,Twente,Heerenveen,1,4,2.15,3.6,3.1,Heerenveen,3.1
15/16,15/16,12,NEC Nijmegen,De Graafschap,2,0,1.36,5.0,7.5,NEC Nijmegen,1.36
15/16,15/16,12,Willem II,S.B.V. Excelsior,2,3,1.75,3.6,4.5,S.B.V. Excelsior,4.5
15/16,15/16,12,Zwolle,Heracles,1,1,2.15,3.4,3.3,Empate,3.4
15/16,15/16,12,PSV,Utrecht,3,1,1.3,5.75,8.0,PSV,1.3
15/16,15/16,12,Feyenoord,Ajax,1,1,2.4,3.4,2.8,Empate,3.4
15/16,15/16,12,SC Cambuur,Groningen,2,2,2.7,3.4,2.5,Empate,3.4
15/16,15/16,12,Vitesse,AZ Alkmaar,0,2,1.57,4.0,5.5,AZ Alkmaar,5.5
15/16,15/16,13,AZ Alkmaar,Heerenveen,3,1,1.7,4.0,4.75,AZ Alkmaar,1.7
15/16,15/16,13,Roda JC,Zwolle,0,5,3.0,3.4,2.3,Zwolle,2.3
15/16,15/16,13,Ajax,SC Cambuur,5,1,1.17,6.5,17.0,Ajax,1.17
15/16,15/16,13,De Graafschap,Groningen,1,2,2.88,3.5,2.38,Groningen,2.38
15/16,15/16,13,Willem II,PSV,2,2,6.5,4.75,1.44,Empate,4.75
15/16,15/16,13,Heracles,S.B.V. Excelsior,0,0,1.6,4.2,5.0,Empate,4.2
15/16,15/16,13,Feyenoord,Twente,5,0,1.3,5.5,9.5,Feyenoord,1.3
15/16,15/16,13,NEC Nijmegen,Utrecht,1,0,2.25,3.5,3.1,NEC Nijmegen,2.25
15/16,15/16,13,Den Haag,Vitesse,2,2,3.4,3.5,2.05,Empate,3.5
15/16,15/16,14,SC Cambuur,De Graafschap,2,3,1.83,3.7,4.0,De Graafschap,4.0
15/16,15/16,14,Heerenveen,Roda JC,3,0,1.53,4.0,6.0,Heerenveen,1.53
15/16,15/16,14,S.B.V. Excelsior,Feyenoord,2,4,7.0,4.33,1.45,Feyenoord,1.45
15/16,15/16,14,Twente,Willem II,1,3,2.2,3.5,3.1,Willem II,3.1
15/16,15/16,14,Vitesse,NEC Nijmegen,1,0,1.62,4.0,5.0,Vitesse,1.62
15/16,15/16,14,Groningen,Den Haag,2,1,2.1,3.5,3.3,Groningen,2.1
15/16,15/16,14,Utrecht,Heracles,4,2,2.0,3.6,3.5,Utrecht,2.0
15/16,15/16,14,Zwolle,Ajax,0,2,4.5,3.7,1.75,Ajax,1.75
15/16,15/16,14,PSV,AZ Alkmaar,3,0,1.36,5.0,7.5,PSV,1.36
15/16,15/16,15,AZ Alkmaar,Den Haag,0,1,1.7,4.0,4.5,Den Haag,4.5
15/16,15/16,15,S.B.V. Excelsior,Twente,1,1,2.0,3.5,3.6,Empate,3.5
15/16,15/16,15,De Graafschap,Utrecht,0,1,3.75,3.75,1.91,Utrecht,1.91
15/16,15/16,15,Vitesse,PSV,0,1,3.6,3.6,1.95,PSV,1.95
15/16,15/16,15,Ajax,Heerenveen,5,2,1.29,5.5,9.5,Ajax,1.29
15/16,15/16,15,Willem II,SC Cambuur,3,0,1.7,3.75,4.75,Willem II,1.7
15/16,15/16,15,Feyenoord,Heracles,3,0,1.25,5.75,10.0,Feyenoord,1.25
15/16,15/16,15,NEC Nijmegen,Zwolle,2,2,1.85,3.75,3.75,Empate,3.75
15/16,15/16,15,Roda JC,Groningen,0,0,2.88,3.4,2.38,Empate,3.4
15/16,15/16,16,Heerenveen,S.B.V. Excelsior,2,1,1.75,3.6,4.75,Heerenveen,1.75
15/16,15/16,16,Den Haag,Willem II,1,1,2.2,3.5,3.1,Empate,3.5
15/16,15/16,16,PSV,Roda JC,1,1,1.1,9.0,21.0,Empate,9.0
15/16,15/16,16,SC Cambuur,NEC Nijmegen,3,1,2.9,3.3,2.38,SC Cambuur,2.9
15/16,15/16,16,Twente,De Graafschap,2,1,1.73,4.0,4.33,Twente,1.73
15/16,15/16,16,Utrecht,Ajax,1,0,4.33,3.8,1.75,Utrecht,4.33
15/16,15/16,16,Groningen,Feyenoord,1,1,4.75,3.8,1.7,Empate,3.8
15/16,15/16,16,Zwolle,AZ Alkmaar,2,1,2.35,3.5,2.8,Zwolle,2.35
15/16,15/16,16,Heracles,Vitesse,1,1,3.25,3.6,2.05,Empate,3.6
15/16,15/16,17,Vitesse,Twente,5,1,1.4,4.75,7.0,Vitesse,1.4
15/16,15/16,17,AZ Alkmaar,Utrecht,2,2,2.25,3.5,3.0,Empate,3.5
15/16,15/16,17,PSV,Zwolle,3,2,1.18,7.0,13.0,PSV,1.18
15/16,15/16,17,Heracles,Groningen,2,1,2.1,3.5,3.25,Heracles,2.1
15/16,15/16,17,S.B.V. Excelsior,SC Cambuur,1,4,2.05,3.5,3.4,SC Cambuur,3.4
15/16,15/16,17,Heerenveen,Den Haag,0,4,1.83,3.6,4.2,Den Haag,4.2
15/16,15/16,17,NEC Nijmegen,Feyenoord,3,1,4.33,3.9,1.73,NEC Nijmegen,4.33
15/16,15/16,17,Willem II,Roda JC,3,2,1.67,3.8,5.0,Willem II,1.67
15/16,15/16,17,Ajax,De Graafschap,2,1,1.1,9.0,21.0,Ajax,1.1
15/16,15/16,18,Twente,Heracles,4,0,2.2,3.6,3.0,Twente,2.2
15/16,15/16,18,SC Cambuur,Vitesse,0,2,3.8,3.8,1.85,Vitesse,1.85
15/16,15/16,18,Roda JC,AZ Alkmaar,0,1,3.3,3.5,2.1,AZ Alkmaar,2.1
15/16,15/16,18,Zwolle,Heerenveen,5,2,2.1,3.4,3.4,Zwolle,2.1
15/16,15/16,18,De Graafschap,S.B.V. Excelsior,2,0,2.3,3.5,2.88,De Graafschap,2.3
15/16,15/16,18,Den Haag,Ajax,0,1,4.5,3.75,1.75,Ajax,1.75
15/16,15/16,18,Feyenoord,PSV,0,2,2.55,3.4,2.63,PSV,2.63
15/16,15/16,18,Groningen,Utrecht,1,4,2.45,3.4,2.75,Utrecht,2.75
15/16,15/16,18,NEC Nijmegen,Willem II,1,0,2.4,3.4,2.8,NEC Nijmegen,2.4
15/16,15/16,19,Groningen,NEC Nijmegen,0,0,2.0,3.5,3.6,Empate,3.5
15/16,15/16,19,Heracles,De Graafschap,2,1,1.57,3.75,6.0,Heracles,1.57
15/16,15/16,19,Ajax,Vitesse,1,0,1.73,3.75,4.5,Ajax,1.73
15/16,15/16,19,S.B.V. Excelsior,Roda JC,0,1,2.0,3.5,3.6,Roda JC,3.6
15/16,15/16,19,Heerenveen,Willem II,3,1,1.91,3.5,4.0,Heerenveen,1.91
15/16,15/16,19,AZ Alkmaar,Feyenoord,4,2,3.5,3.75,1.95,AZ Alkmaar,3.5
15/16,15/16,19,PSV,Twente,4,2,1.25,6.5,9.5,PSV,1.25
15/16,15/16,19,Utrecht,Zwolle,1,0,1.7,3.75,5.0,Utrecht,1.7
15/16,15/16,19,Den Haag,SC Cambuur,2,1,1.6,4.0,5.25,Den Haag,1.6
15/16,15/16,20,Willem II,Groningen,1,1,2.0,3.4,3.75,Empate,3.4
15/16,15/16,20,Ajax,Heracles,0,0,1.25,6.0,10.5,Empate,6.0
15/16,15/16,20,AZ Alkmaar,SC Cambuur,3,1,1.44,4.5,6.5,AZ Alkmaar,1.44
15/16,15/16,20,NEC Nijmegen,Twente,2,0,2.0,3.5,3.6,NEC Nijmegen,2.0
15/16,15/16,20,De Graafschap,Den Haag,3,1,3.3,3.4,2.15,De Graafschap,3.3
15/16,15/16,20,S.B.V. Excelsior,PSV,1,3,9.0,5.0,1.33,PSV,1.33
15/16,15/16,20,Vitesse,Zwolle,1,1,1.45,4.5,6.5,Empate,4.5
15/16,15/16,20,Roda JC,Utrecht,1,0,3.6,3.6,2.0,Roda JC,3.6
15/16,15/16,20,Feyenoord,Heerenveen,1,2,1.4,4.5,7.5,Heerenveen,7.5
15/16,15/16,20,Willem II,Heracles,0,0,1.85,3.6,4.0,Empate,3.6
15/16,15/16,20,Vitesse,S.B.V. Excelsior,0,0,1.33,5.0,9.0,Empate,5.0
15/16,15/16,20,PSV,De Graafschap,4,2,1.08,11.0,21.0,PSV,1.08
15/16,15/16,20,Zwolle,Groningen,1,3,1.75,3.75,4.33,Groningen,4.33
15/16,15/16,20,NEC Nijmegen,AZ Alkmaar,0,3,2.8,3.4,2.4,AZ Alkmaar,2.4
15/16,15/16,20,Roda JC,Ajax,2,2,6.0,3.8,1.57,Empate,3.8
15/16,15/16,20,Feyenoord,Den Haag,0,2,1.53,4.5,5.25,Den Haag,5.25
15/16,15/16,20,SC Cambuur,Heerenveen,0,1,3.3,3.5,2.1,Heerenveen,2.1
15/16,15/16,20,Twente,Utrecht,3,1,2.7,3.4,2.5,Twente,2.7
15/16,15/16,21,S.B.V. Excelsior,Willem II,0,0,2.45,3.2,2.9,Empate,3.2
15/16,15/16,21,Den Haag,Roda JC,2,2,1.65,3.6,5.5,Empate,3.6
15/16,15/16,21,AZ Alkmaar,Vitesse,1,0,2.25,3.5,3.0,AZ Alkmaar,2.25
15/16,15/16,21,Heerenveen,Twente,1,3,1.85,3.8,3.8,Twente,3.8
15/16,15/16,21,Heracles,Zwolle,2,0,2.0,3.6,3.5,Heracles,2.0
15/16,15/16,21,Ajax,Feyenoord,2,1,1.7,3.75,4.75,Ajax,1.7
15/16,15/16,21,De Graafschap,NEC Nijmegen,1,1,2.6,3.4,2.6,Empate,3.4
15/16,15/16,21,Groningen,SC Cambuur,2,0,1.65,4.0,4.75,Groningen,1.65
15/16,15/16,21,Utrecht,PSV,0,2,3.25,3.6,2.1,PSV,2.1
15/16,15/16,22,SC Cambuur,Utrecht,0,2,4.33,3.6,1.8,Utrecht,1.8
15/16,15/16,22,Heracles,AZ Alkmaar,3,6,3.3,3.3,2.2,AZ Alkmaar,2.2
15/16,15/16,22,Roda JC,Twente,0,1,2.75,3.2,2.55,Twente,2.55
15/16,15/16,22,Willem II,De Graafschap,0,0,1.65,3.7,5.25,Empate,3.7
15/16,15/16,22,Vitesse,Heerenveen,3,0,1.62,4.2,4.75,Vitesse,1.62
15/16,15/16,22,Groningen,Ajax,1,2,5.25,3.6,1.67,Ajax,1.67
15/16,15/16,22,S.B.V. Excelsior,Den Haag,2,4,2.8,3.3,2.45,Den Haag,2.45
15/16,15/16,22,Zwolle,Feyenoord,3,1,3.3,3.5,2.1,Zwolle,3.3
15/16,15/16,22,NEC Nijmegen,PSV,0,3,6.5,4.0,1.5,PSV,1.5
15/16,15/16,23,Den Haag,Zwolle,0,2,2.0,3.5,3.6,Zwolle,3.6
15/16,15/16,23,AZ Alkmaar,Groningen,4,1,1.5,4.33,6.0,AZ Alkmaar,1.5
15/16,15/16,23,Heerenveen,NEC Nijmegen,1,1,1.85,3.6,4.0,Empate,3.6
15/16,15/16,23,PSV,Heracles,2,0,1.25,6.0,10.0,PSV,1.25
15/16,15/16,23,Twente,SC Cambuur,3,0,1.45,4.5,6.5,Twente,1.45
15/16,15/16,23,De Graafschap,Vitesse,2,2,6.0,4.0,1.53,Empate,4.0
15/16,15/16,23,Ajax,S.B.V. Excelsior,3,0,1.2,6.5,13.0,Ajax,1.2
15/16,15/16,23,Utrecht,Willem II,2,1,1.67,3.8,5.0,Utrecht,1.67
15/16,15/16,23,Feyenoord,Roda JC,1,1,1.44,4.33,7.0,Empate,4.33
15/16,15/16,24,S.B.V. Excelsior,NEC Nijmegen,2,0,2.38,3.4,2.88,S.B.V. Excelsior,2.38
15/16,15/16,24,Twente,Groningen,2,0,1.85,3.6,4.0,Twente,1.85
15/16,15/16,24,PSV,Den Haag,2,0,1.25,5.75,11.0,PSV,1.25
15/16,15/16,24,SC Cambuur,Zwolle,1,0,2.55,3.6,2.63,SC Cambuur,2.55
15/16,15/16,24,Vitesse,Willem II,0,1,1.55,3.75,6.5,Willem II,6.5
15/16,15/16,24,Heracles,Roda JC,0,5,2.05,3.4,3.5,Roda JC,3.5
15/16,15/16,24,De Graafschap,Heerenveen,0,1,3.4,3.6,2.05,Heerenveen,2.05
15/16,15/16,24,Utrecht,Feyenoord,1,2,2.4,3.4,2.8,Feyenoord,2.8
15/16,15/16,24,Ajax,AZ Alkmaar,4,1,1.7,3.8,4.75,Ajax,1.7
15/16,15/16,25,Den Haag,Twente,2,1,2.63,3.4,2.55,Den Haag,2.63
15/16,15/16,25,Zwolle,De Graafschap,2,1,1.62,4.0,5.0,Zwolle,1.62
15/16,15/16,25,Groningen,PSV,0,3,8.5,4.0,1.45,PSV,1.45
15/16,15/16,25,Heerenveen,Utrecht,0,4,2.5,3.4,2.7,Utrecht,2.7
15/16,15/16,25,NEC Nijmegen,Heracles,1,0,2.1,3.4,3.4,NEC Nijmegen,2.1
15/16,15/16,25,AZ Alkmaar,S.B.V. Excelsior,2,0,1.36,5.0,7.5,AZ Alkmaar,1.36
15/16,15/16,25,Roda JC,Vitesse,1,2,3.1,3.2,2.3,Vitesse,2.3
15/16,15/16,25,Willem II,Ajax,0,4,5.25,3.75,1.65,Ajax,1.65
15/16,15/16,25,Feyenoord,SC Cambuur,3,1,1.29,5.5,9.5,Feyenoord,1.29
15/16,15/16,26,De Graafschap,Roda JC,3,0,2.88,3.5,2.3,De Graafschap,2.88
15/16,15/16,26,Twente,Zwolle,2,1,1.8,4.0,3.9,Twente,1.8
15/16,15/16,26,PSV,Heerenveen,1,1,1.2,6.5,13.0,Empate,6.5
15/16,15/16,26,Willem II,AZ Alkmaar,0,2,3.2,3.4,2.2,AZ Alkmaar,2.2
15/16,15/16,26,S.B.V. Excelsior,Groningen,2,1,2.6,3.4,2.6,S.B.V. Excelsior,2.6
15/16,15/16,26,Utrecht,Den Haag,2,2,1.57,4.2,5.25,Empate,4.2
15/16,15/16,26,Heracles,SC Cambuur,3,1,1.91,3.8,3.6,Heracles,1.91
15/16,15/16,26,Vitesse,Feyenoord,0,2,2.5,3.25,2.8,Feyenoord,2.8
15/16,15/16,26,Ajax,NEC Nijmegen,2,2,1.25,5.75,11.0,Empate,5.75
15/16,15/16,27,Utrecht,S.B.V. Excelsior,2,1,1.33,5.0,8.5,Utrecht,1.33
15/16,15/16,27,Heerenveen,Heracles,0,1,1.8,3.8,4.0,Heracles,4.0
15/16,15/16,27,Feyenoord,De Graafschap,3,1,1.25,5.5,12.0,Feyenoord,1.25
15/16,15/16,27,Zwolle,Willem II,4,1,1.91,3.4,4.0,Zwolle,1.91
15/16,15/16,27,SC Cambuur,Roda JC,0,1,2.6,3.3,2.63,Roda JC,2.63
15/16,15/16,27,Twente,AZ Alkmaar,2,2,3.0,3.5,2.25,Empate,3.5
15/16,15/16,27,Den Haag,NEC Nijmegen,1,0,1.73,3.8,4.33,Den Haag,1.73
15/16,15/16,27,Groningen,Vitesse,0,3,3.1,3.5,2.2,Vitesse,2.2
15/16,15/16,27,PSV,Ajax,0,2,1.91,3.6,3.75,Ajax,3.75
15/16,15/16,28,De Graafschap,SC Cambuur,2,2,2.0,3.5,3.6,Empate,3.5
15/16,15/16,28,Heracles,Utrecht,1,1,3.3,3.5,2.1,Empate,3.5
15/16,15/16,28,AZ Alkmaar,PSV,2,4,4.0,3.75,1.83,PSV,1.83
15/16,15/16,28,Feyenoord,S.B.V. Excelsior,3,0,1.22,5.75,9.5,Feyenoord,1.22
15/16,15/16,28,Willem II,Twente,2,3,2.5,3.3,2.75,Twente,2.75
15/16,15/16,28,NEC Nijmegen,Vitesse,2,1,3.25,3.5,2.1,NEC Nijmegen,3.25
15/16,15/16,28,Den Haag,Groningen,0,1,1.85,3.6,4.0,Groningen,4.0
15/16,15/16,28,Roda JC,Heerenveen,1,2,2.05,3.5,3.4,Heerenveen,3.4
15/16,15/16,28,Ajax,Zwolle,3,0,1.25,6.0,10.0,Ajax,1.25
15/16,15/16,29,Zwolle,Roda JC,3,1,1.75,3.6,4.6,Zwolle,1.75
15/16,15/16,29,S.B.V. Excelsior,Heracles,1,3,2.5,3.4,2.7,Heracles,2.7
15/16,15/16,29,SC Cambuur,Ajax,0,1,12.0,5.0,1.29,Ajax,1.29
15/16,15/16,29,Vitesse,Den Haag,2,2,1.8,3.5,4.5,Empate,3.5
15/16,15/16,29,PSV,Willem II,2,0,1.22,6.0,13.0,PSV,1.22
15/16,15/16,29,Heerenveen,AZ Alkmaar,4,2,3.1,3.7,2.1,Heerenveen,3.1
15/16,15/16,29,Groningen,De Graafschap,3,1,1.75,3.75,4.33,Groningen,1.75
15/16,15/16,29,Utrecht,NEC Nijmegen,3,1,1.45,4.2,7.0,Utrecht,1.45
15/16,15/16,29,Twente,Feyenoord,0,1,3.75,3.6,1.91,Feyenoord,1.91
15/16,15/16,30,De Graafschap,Twente,1,1,2.5,3.5,2.63,Empate,3.5
15/16,15/16,30,Vitesse,Heracles,1,1,1.6,4.0,5.25,Empate,4.0
15/16,15/16,30,AZ Alkmaar,Zwolle,5,1,1.57,4.2,5.25,AZ Alkmaar,1.57
15/16,15/16,30,Feyenoord,Groningen,1,1,1.25,5.5,12.0,Empate,5.5
15/16,15/16,30,Roda JC,PSV,0,3,7.5,5.0,1.36,PSV,1.36
15/16,15/16,30,Ajax,Utrecht,2,2,1.44,4.33,7.0,Empate,4.33
15/16,15/16,30,NEC Nijmegen,SC Cambuur,2,1,1.67,3.75,5.0,NEC Nijmegen,1.67
15/16,15/16,30,Willem II,Den Haag,0,2,2.38,3.4,2.88,Den Haag,2.88
15/16,15/16,30,S.B.V. Excelsior,Heerenveen,1,1,3.1,3.5,2.2,Empate,3.5
15/16,15/16,31,Groningen,Roda JC,1,0,2.2,3.6,3.0,Groningen,2.2
15/16,15/16,31,PSV,Vitesse,2,0,1.33,4.75,10.0,PSV,1.33
15/16,15/16,31,Utrecht,De Graafschap,0,2,1.45,4.5,5.5,De Graafschap,5.5
15/16,15/16,31,Zwolle,NEC Nijmegen,2,0,2.0,3.6,3.5,Zwolle,2.0
15/16,15/16,31,Heracles,Feyenoord,2,2,3.5,3.6,2.0,Empate,3.6
15/16,15/16,31,Heerenveen,Ajax,0,2,6.0,4.33,1.5,Ajax,1.5
15/16,15/16,31,Twente,S.B.V. Excelsior,2,0,1.8,3.8,4.0,Twente,1.8
15/16,15/16,31,Den Haag,AZ Alkmaar,1,2,3.5,3.4,2.05,AZ Alkmaar,2.05
15/16,15/16,31,SC Cambuur,Willem II,1,1,2.7,3.5,2.45,Empate,3.5
15/16,15/16,32,Ajax,Twente,4,0,1.17,7.5,13.0,Ajax,1.17
15/16,15/16,32,AZ Alkmaar,De Graafschap,4,1,1.25,6.0,10.0,AZ Alkmaar,1.25
15/16,15/16,32,Heerenveen,Groningen,1,2,2.2,3.4,3.25,Groningen,3.25
15/16,15/16,32,Heracles,Den Haag,1,1,2.05,3.6,3.3,Empate,3.6
15/16,15/16,32,NEC Nijmegen,Roda JC,1,2,1.91,3.6,3.75,Roda JC,3.75
15/16,15/16,32,PSV,SC Cambuur,6,2,1.05,15.0,21.0,PSV,1.05
15/16,15/16,32,S.B.V. Excelsior,Zwolle,2,2,3.1,3.4,2.25,Empate,3.4
15/16,15/16,32,Vitesse,Utrecht,1,3,2.6,3.4,2.6,Utrecht,2.6
15/16,15/16,32,Willem II,Feyenoord,0,1,3.6,3.6,1.95,Feyenoord,1.95
15/16,15/16,33,Emmen,Almere City,1,4,2.1,3.6,3.1,Almere City,3.1
15/16,15/16,33,De Graafschap,Ajax,1,1,17.0,7.5,1.14,Empate,7.5
15/16,15/16,33,Den Haag,Heerenveen,1,1,2.1,3.6,3.3,Empate,3.6
15/16,15/16,33,Feyenoord,NEC Nijmegen,1,0,1.44,4.5,6.5,Feyenoord,1.44
15/16,15/16,33,Groningen,Heracles,2,1,1.7,4.0,4.5,Groningen,1.7
15/16,15/16,33,Roda JC,Willem II,2,3,2.63,3.4,2.55,Willem II,2.55
15/16,15/16,33,SC Cambuur,S.B.V. Excelsior,0,2,3.8,3.6,1.85,S.B.V. Excelsior,1.85
